complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x3 - x3,0.1935952439323414,-x3 + x3,PySRFunction(X=>-x3 + x3)
5,0.9893,-0.01576,0.0023697921636985863,-0.0157600000000000,PySRFunction(X=>-0.0157600000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7363,(x1 - x0) / exp(x1 / x1),0.004327275150289847,(-x0 + x1)/exp(x1/x1),PySRFunction(X=>(-x0 + x1)/exp(x1/x1))
9,0.7007,x0 / (-1.492 - x0),0.04955780899818288,x0/(-x0 - 1.492),PySRFunction(X=>x0/(-x0 - 1.492))
10,0.552,-0.549 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.549,PySRFunction(X=>-x0/exp(x0) - 0.549)
12,0.514,-1.024 - (x0 / exp(x0 + x0)),0.035662390410965146,-x0/exp(x0 + x0) - 1.024,PySRFunction(X=>-x0/exp(x0 + x0) - 1.024)
15,0.442,(-0.5073 - x0) / (x0 + 0.693),0.050304461125822354,(-x0 - 0.5073)/(x0 + 0.693),PySRFunction(X=>(-x0 - 0.5073)/(x0 + 0.693))
16,0.4417,(-0.5103 - x0) / (exp(-0.3704) + x0),0.000678963475217345,(-x0 - 0.5103)/(x0 + exp(-0.3704)),PySRFunction(X=>(-x0 - 0.5103)/(x0 + exp(-0.3704)))
19,0.3906,(x0 * ((0.0563 ^ x0) * x0)) - (0.7603 ^ x1),0.04098230005330072,0.0563**x0*x0*x0 - 0.7603**x1,PySRFunction(X=>0.0563**x0*x0*x0 - 0.7603**x1)
21,0.3704,((0.0578 ^ x0) * (x0 * x0)) - (0.8193 ^ (x1 + x2)),0.02655025783527709,0.0578**x0*x0*x0 - 0.8193**(x1 + x2),PySRFunction(X=>0.0578**x0*x0*x0 - 0.8193**(x1 + x2))
22,0.3486,((x0 * (0.05338 ^ x0)) * x0) - (0.7646 ^ (x1 / exp(x0))),0.0606583696861037,0.05338**x0*x0*x0 - 0.7646**(x1/exp(x0)),PySRFunction(X=>0.05338**x0*x0*x0 - 0.7646**(x1/exp(x0)))
23,0.3186,((-0.515 - x0) + (x1 * 0.0463)) / (x0 + 0.6826),0.08998873560997242,(-x0 + x1*0.0463 - 0.515)/(x0 + 0.6826),PySRFunction(X=>(-x0 + x1*0.0463 - 0.515)/(x0 + 0.6826))
25,0.2646,((0.04532 * (x1 + x2)) + (-0.5093 - x0)) / (0.6914 + x0),0.09285857289754641,(-x0 + 0.04532*(x1 + x2) - 0.5093)/(x0 + 0.6914),PySRFunction(X=>(-x0 + 0.04532*(x1 + x2) - 0.5093)/(x0 + 0.6914))
29,0.2607,(((x2 + x1) - -3.998) / ((x0 - -0.67) * 29.06)) + -0.9067,0.003712232685349839,-0.9067 + (x1 + x2 - 1*(-3.998))/(((x0 - 1*(-0.67))*29.06)),PySRFunction(X=>-0.9067 + (x1 + x2 - 1*(-3.998))/(((x0 - 1*(-0.67))*29.06)))
