gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals,Model_19_Y_pred,Model_19_Residuals,Model_20_Y_pred,Model_20_Residuals,Model_21_Y_pred,Model_21_Residuals,Model_22_Y_pred,Model_22_Residuals
2.917292212132508,0.0536489688886692,0.23183548029987866,-0.20223351370353895,-0.2955423253097415,0.10784970872758336,-0.8713419558653003,2.3419364689404426e-06,2.34135750500906e-06,2.2061390112768515e-06,2.205560047345469e-06,2.16624695040203e-06,2.1656679864706475e-06,1.7319909251085567e-06,1.731411961177174e-06,-4.6044143417214296e-07,4.6102039810352563e-07,5.314224646317215e-07,5.308435007003388e-07,4.171548682621929e-07,4.165759043308102e-07,-4.07428906967734e-07,4.080078708991167e-07,-1.9488647565827652e-07,1.954654395896592e-07,-1.9868298339098543e-07,1.992619473223681e-07,-2.8326406193136045e-07,2.838430258627431e-07,-1.798152913456094e-07,1.8039425527699207e-07,-3.189375266109293e-07,3.1951649054231196e-07,-2.0549058571980735e-07,2.0606954965119003e-07,-1.8827874673859806e-07,1.8885771066998074e-07,1.5087503454649758e-08,1.450853952326708e-08,1.2686238379852933e-07,1.2628341986714665e-07,1.8746987440256648e-07,1.868909104711838e-07,2.129124286345182e-07,2.123334647031355e-07,3.259359787107731e-07,3.253570147793904e-07,5.936381639382262e-07,5.930592000068435e-07,5.935304974217975e-07,5.929515334904148e-07
-0.26918000793969366,-0.5104879848180407,-0.21093903290739802,-1.367823018359838,3.551153768846248,0.1839839342919986,-0.8667771650831199,9.139805235721413e-07,9.018470601633749e-07,2.2061390112768515e-06,2.194005547868085e-06,2.16624695040203e-06,2.1541134869932637e-06,2.865608435755663e-06,2.8534749723468966e-06,1.981436742936414e-06,1.9693032795276474e-06,2.763338271417642e-06,2.7512048080088757e-06,1.7083165098777244e-06,1.696183046468958e-06,7.814604479986356e-07,7.693269845898691e-07,7.83991386361129e-07,7.718579229523626e-07,7.573851254789896e-07,7.452516620702231e-07,-3.0727274570136163e-07,3.194062091101281e-07,-3.214222702588411e-07,3.3355573366760756e-07,-4.1865555292759513e-07,4.307890163363616e-07,5.563592313130396e-07,5.442257679042731e-07,5.70604115985557e-07,5.584706525767906e-07,6.231210954985845e-07,6.109876320898181e-07,5.69589900258859e-07,5.574564368500925e-07,1.1903333013955685e-06,1.178199837986802e-06,1.15159646238636e-06,1.1394629989775936e-06,-3.8251618589573426e-07,3.946496493045007e-07,-2.2793918124950468e-07,2.4007264465827114e-07,-2.2097819819703383e-07,2.3311166160580028e-07
-0.5567288955587838,1.450272924618088,0.2190893046434231,1.4443840468756457,0.445240565815737,-0.1536368091690367,-0.43598589347991534,5.87710194236633e-06,4.7745400759666505e-06,2.2061390112768515e-06,1.1035771448771717e-06,2.16624695040203e-06,1.0636850840023503e-06,3.453432913954948e-06,2.350871047555268e-06,4.075028168573489e-06,2.9724663021738093e-06,3.7128727250656964e-06,2.6103108586660165e-06,3.2754968197774312e-06,2.1729349533777513e-06,3.9050102773496135e-06,2.8024484109499336e-06,3.1242758029717086e-06,2.0217139365720287e-06,3.084943724175401e-06,1.9823818577757213e-06,4.39770858801167e-06,3.29514672161199e-06,4.227398132678518e-06,3.1248362662788384e-06,4.93260022837743e-06,3.83003836197775e-06,4.3956064757315e-06,3.29304460933182e-06,4.519582110109578e-06,3.417020243709898e-06,4.269172826222457e-06,3.1666109598227772e-06,4.156793627711052e-06,3.0542317613113725e-06,3.5790277010419336e-06,2.4764658346422537e-06,3.5422104672946422e-06,2.4396486008949623e-06,3.34352375087326e-06,2.24096188447358e-06,3.28266719119332e-06,2.18010532479364e-06,3.1122846568638263e-06,2.0097227904641464e-06
-0.40132964545664573,-0.7685434516399499,1.2344149152216948,-0.5768866779976944,0.9513713323700332,0.656825822892271,-0.8582760737078289,2.6078481344903967e-07,2.2713319936479566e-07,2.2061390112768515e-06,2.1724873971926075e-06,2.16624695040203e-06,2.132595336317786e-06,3.154862754634169e-06,3.121211140549925e-06,1.864195175508369e-06,1.8305435614241249e-06,3.1375427837119086e-06,3.1038911696276646e-06,2.333991251815471e-06,2.300339637731227e-06,1.8810134664133163e-06,1.8473618523290723e-06,1.2864894717241339e-06,1.2528378576398899e-06,1.2521402719085524e-06,1.2184886578243084e-06,3.750824353094742e-07,3.414308212252302e-07,1.1793546202410988e-06,1.1457030061568548e-06,8.29343368834521e-08,4.9282722799208093e-08,8.629657583311023e-07,8.293141442468583e-07,1.4482038790296548e-06,1.4145522649454108e-06,1.3582733298820267e-06,1.3246217157977827e-06,1.2837111305634912e-06,1.2500595164792472e-06,1.5443080991348752e-06,1.5106564850506312e-06,1.5291755127912406e-06,1.4955238987069966e-06,1.1028603024880666e-06,1.0692086884038226e-06,9.154649846562335e-07,8.818133705719895e-07,9.350188543844851e-07,9.013672403002411e-07
-0.41973473433554476,-0.3119857364799539,-1.137133570703603,0.25108091997621307,-0.4992500870910152,0.19801555750298666,-0.7139716143740791,1.4164338087556372e-06,1.017515552777348e-06,2.2061390112768515e-06,1.8072207552985624e-06,2.16624695040203e-06,1.767328694423741e-06,3.1926621191014808e-06,2.7937438631231916e-06,2.306473217144261e-06,1.907554961165972e-06,3.1969776452645853e-06,2.798059389286296e-06,2.433064834132812e-06,2.034146578154523e-06,2.073867467825597e-06,1.674949211847308e-06,1.395032856532566e-06,9.961146005542769e-07,1.3593675796810548e-06,9.604493237027657e-07,9.408677802308196e-07,5.419495242525305e-07,3.0285413317089827e-07,9.606412280739085e-08,8.565724192887345e-07,4.5765416331044534e-07,1.1497008413807711e-06,7.50782585402482e-07,7.59707186441482e-07,3.6078893046319285e-07,7.982023697389848e-07,3.9928411376069573e-07,7.614765906056271e-07,3.62558334627338e-07,6.179863489752334e-07,2.1906809299694426e-07,6.546420505447412e-07,2.557237945664521e-07,8.431751553356813e-07,4.4425689935739217e-07,1.0380989077935805e-06,6.391806518152914e-07,1.0443874412689e-06,6.454691852906108e-07
-0.5205703993656191,0.47633266747275016,1.452695924718461,-0.38195564680843525,0.1951067124662578,-0.6112085391818017,0.5605891190904664,3.4118428036302184e-06,2.1327179549685174e-07,2.2061390112768515e-06,1.4189755878502186e-06,2.16624695040203e-06,1.45886764872504e-06,3.388177169963956e-06,2.3693742916311392e-07,3.134439779995538e-06,4.90674819131532e-07,3.5625721668433547e-06,6.254243228371539e-08,3.0341356839370753e-06,5.909789151899948e-07,3.3464236162044902e-06,2.786909829225799e-07,2.4009450568391286e-06,1.2241695422879416e-06,2.359161645231201e-06,1.2659529538958692e-06,3.0518416156253043e-06,5.732729835017658e-07,3.508316004101708e-06,1.1679859502536226e-07,3.3183404999862514e-06,3.0677409914081873e-07,2.63768981123476e-06,9.874247878923101e-07,3.6685107183365717e-06,4.339611920950162e-08,3.365976359997801e-06,2.591382391292692e-07,3.276986174633901e-06,3.4812842449316914e-07,3.4361046061162565e-06,1.890099930108136e-07,3.4395077069522595e-06,1.8560689217481064e-07,3.3426628976882403e-06,2.8245170143882984e-07,3.0817529862874485e-06,5.433616128396217e-07,3.040920523335105e-06,5.841940757919653e-07
-0.5825440759729782,-0.8658187141973471,0.9283564056315199,0.0107425482652282,-1.0515360979944548,0.9850246019691735,0.549652788097351,1.4559515507800097e-08,3.58287280051492e-06,2.2061390112768515e-06,1.3912933047458684e-06,2.16624695040203e-06,1.4311853656206898e-06,3.498446492110647e-06,9.898582391207296e-08,1.9423580348012075e-06,1.6550742812215125e-06,3.827491318481475e-06,2.3005900245875502e-07,3.456806886093045e-06,1.4062542992967477e-07,4.341872933950383e-06,7.444406179276627e-07,3.930441917056681e-06,3.3300960103396096e-07,3.900690014172123e-06,3.0325769814940326e-07,3.5877194613459665e-06,9.712854676753413e-09,4.227113600835204e-06,6.296812848124841e-07,3.103952177268024e-06,4.934801387546959e-07,2.900739859045877e-06,6.966924569768431e-07,3.975184092496338e-06,3.7775177647361846e-07,3.9552458039363095e-06,3.578134879135895e-07,3.998970967456197e-06,4.0153865143347717e-07,3.830460090839736e-06,2.3302777481701568e-07,3.994400029915001e-06,3.9696771389228087e-07,4.435706978868264e-06,8.382746628455442e-07,3.356940435906229e-06,2.40491880116491e-07,3.431637305298713e-06,1.65795010724007e-07
-0.5015083926179995,0.9122906066093404,-1.0832210649540324,0.6669054731720317,-0.3552302107514495,0.07112825594675284,-0.4353016090013593,4.515349189854747e-06,3.411055247435127e-06,2.2061390112768515e-06,1.1018450688572316e-06,2.16624695040203e-06,1.0619530079824103e-06,3.352738817710176e-06,2.248444875290556e-06,3.5226468458437176e-06,2.418352903424098e-06,3.4877542573711125e-06,2.3834603149514924e-06,2.912592241090961e-06,1.8082982986713412e-06,3.075259357869598e-06,1.9709654154499785e-06,2.129582941729072e-06,1.025288999309452e-06,2.0883642210703058e-06,9.840702786506858e-07,2.929575313997365e-06,1.8252813715777453e-06,2.246639661540926e-06,1.142345719121306e-06,3.2844062463620747e-06,2.1801123039424545e-06,2.60795871487752e-06,1.5036647724579e-06,1.999017827904995e-06,8.947238854853749e-07,1.889519200394323e-06,7.85225257974703e-07,1.814479282323926e-06,7.10185339904306e-07,1.4850331801466653e-06,3.807392377270454e-07,1.5307120430722479e-06,4.2641810065262795e-07,1.6576988735950748e-06,5.534049311754549e-07,1.6958809620667084e-06,5.915870196470885e-07,1.6522785851509567e-06,5.479846427313368e-07
3.540730064055594,0.5823640387910043,0.08824671926005069,-1.141313824760124,0.6783978773556752,-0.8857867401671776,-0.8697541212352579,3.68023175789853e-06,3.6756336318021217e-06,2.2061390112768515e-06,2.2015408851804434e-06,2.16624695040203e-06,2.161648824305622e-06,1.916575841170779e-06,1.911977715074371e-06,-5.486458286514437e-07,5.532439547478518e-07,4.2532140249555525e-07,4.207232763991471e-07,5.566595287169107e-07,5.520614026205026e-07,-3.933657351927913e-07,3.979638612891994e-07,-2.1405858121198544e-07,2.1865670730839357e-07,-2.1730721614522967e-07,2.219053422416378e-07,4.948934431117704e-08,4.489121821476891e-08,-7.09257238388259e-09,1.1690698480290721e-08,-3.126486207876127e-07,3.172467468840208e-07,-2.0847293472068365e-07,2.1307106081709178e-07,-1.9799235850618357e-07,2.025904846025917e-07,7.654944045417463e-09,3.0568179490093317e-09,1.1865969850893969e-07,1.1406157241253156e-07,5.815901714334408e-07,5.769920453370327e-07,6.042869518459514e-07,5.996888257495432e-07,3.030050936532412e-07,2.9840696755683305e-07,5.780425125800724e-07,5.734443864836642e-07,5.768997201632455e-07,5.723015940668373e-07
1.706571191522511,-0.4836698901832845,1.6508607210639386,0.6411628196719807,3.1476516391689984,0.3526850004024642,-0.8695177191992309,9.818630783764826e-07,9.766665662133157e-07,2.2061390112768515e-06,2.2009424991136846e-06,2.16624695040203e-06,2.1610504382388632e-06,1.0704086239584404e-06,1.0652121117952735e-06,1.666202782520426e-07,1.6142376608887565e-07,8.556263857233733e-07,8.504298735602064e-07,3.252665992493832e-08,2.7330147761771376e-08,-5.281130826667016e-07,5.333095948298686e-07,-1.2919481321741017e-07,1.343913253805771e-07,-1.3483924562715497e-07,1.400357577903219e-07,-6.294828419938182e-07,6.346793541569852e-07,2.5712288363678893e-07,2.51926371473622e-07,-3.3579579373869967e-07,3.409923059018666e-07,-1.7124364516268748e-07,1.7644015732585442e-07,-7.702767154506228e-08,8.222418370822922e-08,1.0038843420820546e-07,9.519192204503852e-08,1.872356748867229e-07,1.8203916272355596e-07,-9.42974999995294e-08,9.949401216269634e-08,-8.55781054287475e-08,9.077461759191444e-08,-1.4455321310067866e-06,1.4507286431699535e-06,-1.242529404631153e-06,1.2477259167943199e-06,-1.2409070342773323e-06,1.2461035464404992e-06
-0.6036766556600057,0.6746221117142455,0.036674776416668324,0.9437423617180304,0.9428034410251918,-0.8319624822624181,2.386222161502254,3.913757434373636e-06,4.3324399352468745e-06,2.2061390112768515e-06,6.040058358343658e-06,2.16624695040203e-06,6.07995041921848e-06,3.5343215184295233e-06,4.711875851190987e-06,3.3964711186592246e-06,4.8497262509612855e-06,3.926278106987978e-06,4.319919262632532e-06,3.611023592594855e-06,4.635173777025655e-06,4.724880890292315e-06,3.5213164793281954e-06,4.937236084196436e-06,3.308961285424074e-06,4.9297290715747115e-06,3.3164682980457986e-06,5.340919475733336e-06,2.905277893887174e-06,5.165734521563002e-06,3.080462848057508e-06,5.798389328225906e-06,2.447808041394604e-06,6.051934565750304e-06,2.1942628038702062e-06,5.859496003664835e-06,2.3867013659556752e-06,6.095860574112187e-06,2.1503367955083233e-06,6.03797689178794e-06,2.20822047783257e-06,5.801152301997152e-06,2.4450450676233582e-06,5.636415987997752e-06,2.609781381622758e-06,5.266042721110815e-06,2.980154648509695e-06,5.6302480111389935e-06,2.6159493584815165e-06,5.498848749535732e-06,2.7473486200847784e-06
-0.38607572519891725,2.141824326345336,1.2363007329851563,-1.0725979018772342,-0.771142331802448,-0.026045152682687582,1.5606562121193723,7.627572159103101e-06,1.4710655958887908e-06,2.2061390112768515e-06,3.950367551937458e-06,2.16624695040203e-06,3.99025961281228e-06,3.123054202739097e-06,3.033452360475213e-06,4.560080572049486e-06,1.5964259911648237e-06,3.0897830765563656e-06,3.0667234866579444e-06,2.2542147433448294e-06,3.90229181986948e-06,1.7293306848245917e-06,4.427175878389718e-06,1.206395448849036e-06,4.950111114365274e-06,1.1730987683798956e-06,4.983407794834414e-06,1.9444349295611876e-06,4.212071633653122e-06,2.0492639007834326e-06,4.107242662430877e-06,2.2891555311030464e-06,3.8673510321112636e-06,1.952117232978322e-06,4.204389330235988e-06,2.4537890252003326e-06,3.7027175380139773e-06,2.1739540233858638e-06,3.982552539828446e-06,2.205009591259325e-06,3.951496971954985e-06,2.5809091973291193e-06,3.5755973658851907e-06,2.6613983265251576e-06,3.4951082366891524e-06,2.9750330228080936e-06,3.1814735404062164e-06,3.0495698985047913e-06,3.1069366647095187e-06,2.9243831388460884e-06,3.2321234243682215e-06
