gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals,Model_19_Y_pred,Model_19_Residuals,Model_20_Y_pred,Model_20_Residuals,Model_21_Y_pred,Model_21_Residuals,Model_22_Y_pred,Model_22_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,0.5921794086343295,6.329431084025259e-07,3.0721335309235938e-06,2.2061390112768515e-06,1.4989376280492684e-06,2.16624695040203e-06,1.5388296889240898e-06,3.523996933871407e-06,1.8107970545471293e-07,2.1838143046126225e-06,1.5212623347134975e-06,3.897119178066516e-06,1.9204253874039612e-07,3.5657065051737017e-06,1.3937013415241825e-07,4.611253047367449e-06,9.061764080413287e-07,4.599040759361494e-06,8.939641200353739e-07,4.582777402052828e-06,8.777007627267082e-07,4.24791965602467e-06,5.428430166985497e-07,3.7163103665121034e-06,1.1233727185983496e-08,3.984436315106998e-06,2.7935967578087816e-07,3.8061341269396062e-06,1.0105748761348629e-07,2.679354247562069e-06,1.025722391764051e-06,2.8419580945320594e-06,8.631185447940605e-07,2.557885932464518e-06,1.147190706861602e-06,2.9063202750788075e-06,7.987563642473124e-07,2.8908566041189716e-06,8.142200352071484e-07,2.6625094734754848e-06,1.0425671658506352e-06,3.0093033578449606e-06,6.957732814811593e-07,3.0619359345960583e-06,6.431407047300616e-07
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.2087629387385797,9.070139143896856e-07,1.8275504687504943e-06,2.2061390112768515e-06,5.284253718633283e-07,2.16624695040203e-06,5.683174327381497e-07,3.3111441997650913e-06,5.765798166249114e-07,2.174822005541027e-06,5.597423775991528e-07,3.405277014355626e-06,6.707126312154462e-07,2.7776398029905314e-06,4.307541985035156e-08,2.7822792060208063e-06,4.771482288062645e-08,1.8776701168735979e-06,8.56894266266582e-07,1.8376955561927612e-06,8.968688269474187e-07,1.6066949431783148e-06,1.127869439961865e-06,1.2176130936837794e-06,1.5169512894564005e-06,1.4179512179837667e-06,1.3166131651564131e-06,1.4685094371455868e-06,1.266054945994593e-06,1.1523597312721533e-06,1.5822046518680266e-06,1.1498057207069536e-06,1.5847586624332263e-06,1.0793648719635156e-06,1.6551995111766643e-06,1.491886772071299e-06,1.242677611068881e-06,1.5371412509697013e-06,1.1974231321704785e-06,1.7661416096045771e-06,9.684227735356027e-07,1.8678253888543976e-06,8.667389942857822e-07,1.8817521952584065e-06,8.528121878817733e-07
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.02767748722981688,5.283224203354714e-06,3.007027323712764e-06,2.2061390112768515e-06,7.005786836509833e-08,2.16624695040203e-06,1.0994992923991971e-07,3.4700349930545544e-06,1.1938381134126046e-06,3.865337638534325e-06,1.589140758892375e-06,3.754018677341116e-06,1.4778217976991662e-06,3.340869132780185e-06,1.0646722531382351e-06,4.060835044594544e-06,1.7846381649525942e-06,3.380837886244895e-06,1.104641006602945e-06,3.343767318358911e-06,1.0675704387169612e-06,4.528550933296649e-06,2.2523540536546988e-06,4.115481671717208e-06,1.8392847920752583e-06,5.044537126240801e-06,2.7683402465988514e-06,4.541942066014198e-06,2.2657451863722485e-06,4.071559992423748e-06,1.7953631127817985e-06,3.920618006175245e-06,1.644421126533295e-06,3.8002864540795542e-06,1.5240895744376044e-06,3.3972626387775524e-06,1.1210657591356025e-06,3.3805235625549775e-06,1.1043266829130276e-06,3.2295016491275578e-06,9.533047694856079e-07,3.187621423060236e-06,9.114245434182861e-07,3.056900265726345e-06,7.807033860843952e-07
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,0.23806817505669636,9.810234063950109e-07,1.8277190396356093e-06,2.2061390112768515e-06,6.026034347537686e-07,2.16624695040203e-06,6.4249549562859e-07,3.396549939516732e-06,5.878074934861119e-07,2.244438148954158e-06,5.643042970764622e-07,3.580910140408031e-06,7.721676943774107e-07,3.0637902006787015e-06,2.550477546480813e-07,3.4136204908221346e-06,6.048780447915145e-07,2.475006346668673e-06,3.33736099361947e-07,2.433208996072118e-06,3.755334499585022e-07,2.478269890598703e-06,3.3047255543191705e-07,2.315557740976243e-06,4.931847050543771e-07,2.305265758013071e-06,5.034766880175493e-07,2.0087743427287664e-06,7.999681033018537e-07,1.8479237833114457e-06,9.608186627191745e-07,1.7926997316529175e-06,1.0160427143777026e-06,1.7280028613975315e-06,1.0807395846330886e-06,1.120195823719358e-06,1.688546622311262e-06,1.2088048593227246e-06,1.5999375867078956e-06,1.6635114216917077e-06,1.1452310243389124e-06,1.5293519754820105e-06,1.2793904705486096e-06,1.549334964012882e-06,1.2594074820177381e-06
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,-0.2300222433599946,-7.106339163799352e-07,2.334535533324305e-06,2.2061390112768515e-06,5.822373943324816e-07,2.16624695040203e-06,5.423453334576603e-07,3.2129942351967547e-06,1.5890926182523848e-06,1.53330998590441e-06,9.05916310399599e-08,3.230239481238874e-06,1.606337864294504e-06,2.4883883425362485e-06,8.644867255918786e-07,2.1836929359279913e-06,5.597913189836214e-07,1.4605848210307549e-06,1.6331679591361506e-07,1.424186294703086e-06,1.9971532224128397e-07,3.4483514261137257e-07,1.2790664743329973e-06,7.387543609481372e-07,8.851472559962327e-07,-2.183661207017107e-07,1.8422677376460806e-06,8.186974014738748e-07,8.052042154704951e-07,1.0199392398997105e-06,6.039623770446595e-07,1.0160478506090764e-06,6.078537663352935e-07,9.86555858864471e-07,6.373457580798989e-07,1.3662708536048838e-06,2.576307633394861e-07,1.4144733907967647e-06,2.094282261476052e-07,1.7102964657976475e-06,8.639484885327757e-08,1.6155504065652506e-06,8.351210379119282e-09,1.6363373148309126e-06,1.2435697886542672e-08
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,0.9547707612318301,4.379113256690948e-07,4.184964571937695e-06,2.2061390112768515e-06,2.4167368863299387e-06,2.16624695040203e-06,2.45662894720476e-06,3.5204752082118703e-06,1.1024006893949199e-06,2.1101267793511483e-06,2.512749118255642e-06,3.887311017100143e-06,7.355648805066475e-07,3.550424688471022e-06,1.0724512091357682e-06,4.573137510181815e-06,4.9738387424975216e-08,4.493902432630175e-06,1.2897346497661484e-07,4.475182407206024e-06,1.476934904007662e-07,4.11886470502038e-06,5.040111925864099e-07,4.994185971132621e-06,3.71310073525831e-07,3.787974465761941e-06,8.349014318448493e-07,3.6037732670137336e-06,1.0191026305930566e-06,5.563784225790004e-06,9.409083281832135e-07,5.642734492919239e-06,1.0198585953124484e-06,5.662127238112473e-06,1.0392513405056825e-06,5.027319051019467e-06,4.0444315341267704e-07,5.010007092514484e-06,3.8713119490769357e-07,4.933347780111655e-06,3.104718825048648e-07,3.701645916618231e-06,9.212299809885591e-07,3.797902602162911e-06,8.249732954438791e-07
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,1.0421766267953902,3.535784674448543e-07,4.490541091956225e-06,2.2061390112768515e-06,2.637980548124228e-06,2.16624695040203e-06,2.6778726089990495e-06,3.5300986558190967e-06,1.314020903581983e-06,2.084413005905882e-06,2.759706553495198e-06,3.914278112593021e-06,9.29841446808059e-07,3.592394751842761e-06,1.2517248075583185e-06,4.678062711189274e-06,1.6605684821180582e-07,4.793154923087738e-06,5.096463631334127e-08,4.7817578717882335e-06,6.23616876128462e-08,4.270497331648908e-06,5.736222277521713e-07,4.721383786003875e-06,1.2273577339720484e-07,3.909598428388538e-06,9.345211310125418e-07,3.830961013304621e-06,1.0131585460964585e-06,4.706779022193193e-06,1.373405372078868e-07,4.894120056249448e-06,5.0000496848368345e-08,4.659680674538087e-06,1.8443888486299306e-07,4.8489414500947725e-06,4.821890693692812e-09,4.657461757497471e-06,1.866578019036088e-07,4.070169444773977e-06,7.739501146271023e-07,3.429024091782079e-06,1.4150954676190006e-06,3.5196073393373925e-06,1.3245122200636872e-06
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-0.5082501392081672,6.747585546927912e-06,5.827940539009481e-06,2.2061390112768515e-06,1.2864940033584206e-06,2.16624695040203e-06,1.2466019424835992e-06,3.2136132761420452e-06,2.2939682682236142e-06,4.277321392291869e-06,3.357676384373438e-06,3.231267043141718e-06,2.311622035223287e-06,2.4900959076356573e-06,1.5704508997172263e-06,2.187106852258152e-06,1.267461844339721e-06,1.4626692612894254e-06,5.430242533709944e-07,1.4262481801232182e-06,5.066031722047872e-07,2.2716171081705838e-06,1.3519721002521528e-06,1.5622079939440954e-06,6.425629860256644e-07,2.64981945361903e-06,1.730174445700599e-06,2.187528977063596e-06,1.2678839691451649e-06,1.708582046348416e-06,7.889370384299849e-07,1.5856810956052402e-06,6.660360876868092e-07,1.6016994713590161e-06,6.820544634405851e-07,1.020374660865704e-06,1.0072965294727309e-07,1.1085184001424206e-06,1.8887339222398965e-07,1.6038647462321084e-06,6.842197383136774e-07,1.5906646188039953e-06,6.710196108855643e-07,1.5218418615975137e-06,6.021968536790827e-07
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.11114166602498199,7.322529454442807e-07,1.1925618204773893e-06,2.2061390112768515e-06,2.813242453551816e-07,2.16624695040203e-06,2.414321844803602e-07,3.4053172156943744e-06,1.4805024497727045e-06,2.1573900165821734e-06,2.325752506605035e-07,3.600396880165829e-06,1.6755821142441592e-06,3.0952415315156982e-06,1.1704267655940283e-06,3.4853305402552933e-06,1.5605157743336234e-06,2.5574228079874347e-06,6.326080420657647e-07,2.5156807772339792e-06,5.908660113123093e-07,2.5022210622770762e-06,5.774062963554063e-07,2.93274483296957e-06,1.0079300670479002e-06,2.2639018624932267e-06,3.390870965715567e-07,2.0067028127528546e-06,8.18880468311846e-08,2.583169031609877e-06,6.58354265688207e-07,2.4442046365425912e-06,5.193898706209213e-07,2.4365650640203754e-06,5.117502980987054e-07,1.912441292191555e-06,1.2373473730114762e-08,2.040113267550305e-06,1.1529850162863519e-07,2.5651626367083707e-06,6.403478707867007e-07,2.0357029504585148e-06,1.1088818453684481e-07,2.06585002658734e-06,1.4103526066567007e-07
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-0.870522700723567,7.189016478653305e-06,7.1863637979715385e-06,2.2061390112768515e-06,2.203486330595086e-06,2.16624695040203e-06,2.1635942697202645e-06,1.3675910327211796e-06,1.364938352039414e-06,3.7088155034575778e-06,3.706162822775812e-06,1.719806038489906e-06,1.7171533578081403e-06,1.8661793778590956e-07,1.839652571041439e-07,-8.275582699790219e-07,8.302109506607876e-07,1.235043302796962e-07,1.2085164959793054e-07,1.1117528272720172e-07,1.0852260204543605e-07,8.451141112199469e-07,8.424614305381813e-07,1.022156786957061e-06,1.0195041062752952e-06,5.713478969248067e-07,5.68695216243041e-07,3.0622081182317725e-07,3.035681311414116e-07,4.821081506536106e-07,4.794554699718449e-07,5.350721702263819e-07,5.324194895446162e-07,6.21425923297295e-07,6.187732426155293e-07,5.876635241613015e-07,5.850108434795358e-07,6.2798682335631e-07,6.253341426745444e-07,9.569701561628796e-07,9.54317475481114e-07,1.171583632725205e-06,1.1689309520434394e-06,1.1417110641863647e-06,1.139058383504599e-06
