Complexity,Loss,MSE,NMSE,Absolute Error
1,0.1849594304391662,0.18290028001295128,0.21242244337658267,0.31489129666787596
3,0.1546267588534558,0.1723011747279029,0.20011252322721934,0.28607586453695094
6,0.0944732373098172,0.09448476677347549,0.1097356713640187,0.24586176067984863
7,0.0301256641033775,0.06605760498838051,0.07672004577709396,0.1585414160208679
8,0.0132667901878992,0.03649892398810819,0.042390261040721744,0.12080348070215381
10,0.0132667901878992,0.0364989239891136,0.04239026104188944,0.12080348070335882
12,0.0074748437693684,0.016760244384174835,0.019465536430140856,0.08872506498210306
13,0.0068465240413741,0.017306364604948107,0.02009980660001595,0.08494851524809989
15,0.0057005881177471,0.005879911018551897,0.0068289948233498645,0.06385478384076973
16,0.0051204228854333,0.004922016940270464,0.0057164858616900295,0.05758166821362597
19,0.004509048467566,0.0040771017303317374,0.004735191829070103,0.050679433465985045
24,0.0045017480252664,0.004130681562582579,0.004797420049177941,0.05119759929228729
26,0.0044588896163558,0.004227675827457252,0.004910070279875973,0.05181658934811859
27,0.0041916610496959,0.0045615343881786966,0.005297817369194899,0.053924150647955416
29,0.0032676018140479,0.004377014122934559,0.005083513456741187,0.04841301152621451
30,0.0032347683418999,0.004513824513667843,0.005242406584060682,0.04892359444220015
