Complexity,Loss,MSE,NMSE,Absolute Error
1,0.9586102623362942,0.9647709391273296,1.6146781139147206,0.8607506543711307
3,0.6523599553755155,0.5975004744371509,1.0,0.7552514834582194
4,0.025387606108176,0.028432624484896613,0.04758594461649644,0.14915615642952482
8,0.0230127928514028,0.034211151109856154,0.05725711120494635,0.13125236006653887
10,0.0223620855328728,0.05545319746027818,0.09280862498480094,0.1495413535485218
12,0.0015921836300906,0.0022636110950218736,0.0037884674437358547,0.03494075328005267
13,0.0010549171373571,0.0015425710949012602,0.002581706895470454,0.028992022215427037
14,0.0002902254321334,0.0004200010799489307,0.0007029301195862217,0.01621192553893011
17,0.0001397681902179,0.0002765116808763312,0.0004627806883949454,0.012328575387418167
19,0.0001397681902179,0.00027651168014879623,0.00046278068717731466,0.012328575384149571
21,9.138417620944888e-05,0.00019293138999566508,0.00032289746744955746,0.009888429894865897
25,9.138417620944853e-05,0.00019293139002261802,0.00032289746749466694,0.009888429895141581
26,9.050704166723048e-05,0.0001937320501305578,0.00032423748334769873,0.01004690926589764
28,8.951632669662121e-05,0.00019188920727925403,0.0003211532299786286,0.00965943996218353
30,8.951632669662063e-05,0.00019188920727547398,0.0003211532299723022,0.009659439963119526
