Model,MSE_Train,NMSE_Train
Model_1,0.12847321740535755,0.3872095301903619
Model_2,0.08390920820644826,0.2528966405951408
Model_3,0.03958868608445631,0.11931760447198698
Model_4,0.032598570715190664,0.09824987266941358
Model_5,0.004664020549107135,0.014057040386245175
Model_6,0.0008750900260472808,0.002637461758203845
Model_7,0.0008473230962270192,0.0025537741222305915
Model_8,0.0005284025197500753,0.0015925692183630005
Model_9,6.485472068772381e-05,0.00019546771253409472
Model_10,6.207319542290884e-05,0.0001870843847654487
Model_11,1.2266057375194105e-05,3.696906179714675e-05
Model_12,2.599474292785138e-06,7.834638533846527e-06
Model_13,1.2414606123951766e-06,3.7416777611995036e-06
