Complexity,Loss,Equation
1,0.5864,"x4"
3,0.2426,"x4 - x5"
7,0.2423,"((x4 - x5) * x0) / x0"
8,0.1675,"(x4 - x5) / (exp(x2) - x2)"
9,0.0603,"(x5 - x4) * -0.692"
13,0.05536,"(x4 - x5) / exp(0.22 / exp(x1))"
17,0.0445,"(x0 * -0.12335) - ((x4 - x5) * -0.6943)"
20,0.04028,"((x4 - x5) * 0.693) + log(1.1045 ^ (x2 - x0))"
22,0.0373,"(((x1 * x4) - x0) * exp(-2.3)) - ((x4 - x5) * -0.6943)"
24,0.03415,"(exp(-2.3) * ((x2 - x0) - (x5 * x1))) - (-0.6943 * (x4 - x5))"
25,0.02979,"((x1 * 0.08514) + 0.6934) * ((x4 - x5) + (x0 * -0.1752))"
28,0.02623,"log((0.9185 ^ x1) * 0.502) * (((x0 - x2) * 0.1448) + (x5 - x4))"
