Complexity,Loss,Equation
1,0.4462769470694814,"x0"
3,0.005768327677805821,"0.6637082333511015 + x0"
5,0.0011306019389276528,"(x0 ^ 0.8308207595422249) / 0.6651326634660091"
7,1.8568580198002594e-5,"(-0.6438011387433641 + (x0 ^ 0.4334621622475976)) * 3.8277508250764356"
8,6.536527391852867e-6,"(x0 + (0.38183960842614906 * sin(x0))) ^ 1.1690203288240844"
9,6.536527391852635e-6,"((sin(0.3917859058387567) * sin(x0)) + x0) ^ 1.1690203288202006"
10,4.921638864262851e-7,"(x0 - 0.2647725792304721) + sin((x0 ^ 0.7074034393546936) - 0.2971101687632313)"
13,3.9575755233575476e-7,"(0.31535195047850334 * sin(x0)) + ((x0 - 0.21521422046733577) + sin(x0 / 2.8963887787443436))"
16,4.470391331783066e-8,"(sin(sin(x0)) * -0.33711585922928156) + (sin(0.7634403753884627 * x0) + (x0 - (0.049571626903355835 / x0)))"
21,3.8197477000527534e-8,"(sin(sin(x0)) * (sin(-0.3418641443484112) - (0.02507262719554359 / x0))) + (sin(x0 * 0.7657779032285573) + (x0 - (0.033127128812652125 / x0)))"
