Complexity,Loss,Equation
1,1.464,"x1"
3,0.994,"x3 - x3"
5,0.9893,"-0.01575"
6,0.7427,"x0 / (x0 - exp(x0))"
8,0.7104,"x0 / (x1 - exp(x0 + x1))"
9,0.7007,"x0 / (-1.501 - x0)"
10,0.552,"-0.547 - (x0 / exp(x0))"
12,0.514,"-1.021 - (x0 / exp(x0 + x0))"
15,0.4417,"(-0.5117 - x0) / (x0 + 0.6885)"
20,0.4307,"((x1 * 0.2218) - ((x0 + x0) - -0.8115)) / exp(x0)"
22,0.3894,"(((x2 + x1) * 0.1853) - (x0 + (x0 - -0.8135))) / exp(x0)"
23,0.3184,"((x1 * 0.0485) + (-0.514 - x0)) / (x0 + 0.6836)"
25,0.2634,"((-0.513 - x0) + ((x1 + x2) * 0.04355)) / (x0 + 0.685)"
35,0.2617,"(((x1 - -3.703) / (x0 + 0.7617)) - ((x4 + x3) + (13.73 - x2))) / (x0 + 10.77)"
37,0.2422,"(((x1 - -3.703) / (x0 + 0.7617)) - ((13.73 - x2) + (x3 + x4))) / ((x0 - x2) + 10.53)"
39,0.2317,"(((x1 - -4.062) / (x0 + 0.82)) - ((x3 + x4) + (12.11 - x2))) / ((x0 - x2) + (x0 + 8.27))"
41,0.23,"(((x1 - -4.562) / (x0 + 0.8257)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + (x0 - x2))"
42,0.2251,"(((x1 - -3.703) / (0.7617 + x0)) - ((x3 + x4) + (13.73 - x2))) / ((exp(2.342) + (x4 * x4)) + (x0 - x2))"
43,0.2137,"(((x1 - -4.562) / (x0 + 0.8286)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + (x0 + (x0 - x2)))"
45,0.2106,"(((x1 - -4.562) / (x0 + 0.8286)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + ((x0 + x0) + (x0 - x2)))"
46,0.2078,"(((x1 - -4.562) / (x0 + 0.8257)) - ((x4 + x3) + (13.58 - x2))) / (((x4 * x4) + (x0 + x0)) + ((x0 - x2) + exp(2.113)))"
47,0.2063,"(((x1 - -4.574) / (x0 + 0.8325)) - ((x4 + x3) + (13.58 - x2))) / (((x0 / 0.2218) + 8.64) - (x2 - (x4 * x4)))"
48,0.2059,"(((x1 - -4.574) / (0.8325 + x0)) - ((13.58 - x2) + (x3 + x4))) / (((x0 / 0.2338) + exp(2.156)) - (x2 - (x4 * x4)))"
53,0.2056,"(((x1 - -4.574) / (x0 + 0.8325)) - ((x3 + x4) + (13.58 - x2))) / (((x0 / 0.2338) + 8.6) - ((x2 * 1.076) - (x4 * x4)))"
