complexity,loss,score,equation,sympy_format,lambda_format
1,11184.895,0.0,x4,x4,PySRFunction(X=>x4)
2,9260.744,0.1887798163224778,exp(x4),exp(x4),PySRFunction(X=>exp(x4))
4,3405.659,0.5001729656071553,exp(x2 + x0),exp(x0 + x2),PySRFunction(X=>exp(x0 + x2))
5,1011.6331,1.2138725040673652,(x2 + x3) ^ x4,(x2 + x3)**x4,PySRFunction(X=>(x2 + x3)**x4)
6,534.41284,0.6381525858234697,x4 * (exp(x4) * x4),x4*x4*exp(x4),PySRFunction(X=>x4*x4*exp(x4))
8,71.97371,1.0024338677160856,((x0 * x0) + x4) * exp(x0),(x0*x0 + x4)*exp(x0),PySRFunction(X=>(x0*x0 + x4)*exp(x0))
9,0.18334158,5.97270522206493,((x3 * x1) * (x4 * x1)) * x1,x1*x1*x1*x3*x4,PySRFunction(X=>x1*x1*x1*x3*x4)
12,0.057314377,0.3875998235373013,(((x2 * x2) * x2) * (x3 * x2)) - sin(x4),x2*x2*x2*x2*x3 - sin(x4),PySRFunction(X=>x2*x2*x2*x2*x3 - sin(x4))
13,0.024813335,0.837170289478906,((x2 * x1) * (x3 * (x1 * x4))) - exp(cos(x0)),x1*x1*x2*x3*x4 - exp(cos(x0)),PySRFunction(X=>x1*x1*x2*x3*x4 - exp(cos(x0)))
15,0.016962701,0.19018216775748012,(((x3 * x0) * (x2 * x3)) * x1) - cos(sin(x1) - x4),x0*x1*x2*x3*x3 - cos(-x4 + sin(x1)),PySRFunction(X=>x0*x1*x2*x3*x3 - cos(-x4 + sin(x1)))
16,0.013847136,0.20293845051280993,(((x2 * x4) * (x0 * x0)) * x4) - cos(cos(x2) + cos(x4)),x0*x0*x2*x4*x4 - cos(cos(x2) + cos(x4)),PySRFunction(X=>x0*x0*x2*x4*x4 - cos(cos(x2) + cos(x4)))
17,0.013759593,0.0063421706669836275,(x3 * ((x1 * x1) * (x2 * x3))) - (sin(cos(x0)) + cos(cos(x3))),x1*x1*x2*x3*x3 - (sin(cos(x0)) + cos(cos(x3))),PySRFunction(X=>x1*x1*x2*x3*x3 - (sin(cos(x0)) + cos(cos(x3))))
