Complexity,Loss,MSE,NMSE,Absolute Error
1,0.1359457904391545,0.3082791845454472,0.3096070567185483,0.32204593689700767
5,0.0852810653878428,0.11985741064612473,0.12037368072959344,0.24036250828314243
7,0.0623335920190179,0.20105829970669614,0.20192433197463924,0.24569949693683704
8,0.0149381733164052,0.02004529130768069,0.020131633772120582,0.11318023896099079
9,0.0007558561919827,0.0009140770432864868,0.0009180143103181236,0.024433662387417072
11,0.0007558561919827,0.000914077043286487,0.0009180143103181238,0.02443366238741708
12,0.0006778909523054,0.0008016053215989265,0.0008050581314340455,0.023381803628978712
14,0.0004615360569671,0.0009691102052655453,0.0009732845204277507,0.023553620894542104
15,0.0004205639584388,0.0006899175236463036,0.0006928892529336233,0.0208114646368249
17,0.0003485503286435,0.0006471938397333363,0.0006499815423531271,0.01924112155386658
20,0.0002917981528991,0.0008272973178460746,0.0008308607925868968,0.0214235117188336
22,0.00029078058671,0.0007713853924948462,0.0007747080339470768,0.020746868433624215
24,0.0002595936394305,0.0006118774447708008,0.0006145130266491471,0.01832277194594494
25,0.0002346651258405,0.0005657510246099958,0.0005681879229805126,0.017020451034539953
29,0.0002346651258405,0.0005657510246099957,0.0005681879229805125,0.017020451034539953
