Model,MSE_Train,NMSE_Train
Model_1,0.7562403750412403,3.3337336940979276
Model_2,0.29212296995479387,1.2877653982771617
Model_3,0.005376899984680177,0.023702982861428707
Model_4,0.0016243890388845763,0.007160792586560255
Model_5,0.0016214811712201604,0.007147973836423683
Model_6,0.00025562487056027944,0.0011268708629709866
Model_7,0.00025052800875793456,0.0011044023721505762
Model_8,0.00019791558185103166,0.0008724710628783865
Model_9,0.00018370423704198538,0.0008098232056732252
Model_10,0.00015695355418157068,0.0006918981969919191
Model_11,0.00011899058358787077,0.0005245460714334754
Model_12,5.781183118911733e-05,0.00025485183800475045
Model_13,2.0103351634673717e-05,8.862158504186668e-05
Model_14,5.500820088829685e-06,2.4249259733457406e-05
Model_15,5.219653176653496e-06,2.3009791913802687e-05
Model_16,1.1190827344639827e-06,4.933251306718945e-06
