complexity,loss,score,equation,sympy_format,lambda_format
1,3.3337336,0.0,x0,x0,PySRFunction(X=>x0)
2,1.2877654,0.9511844088819156,cos(x1),cos(x1),PySRFunction(X=>cos(x1))
3,0.023702972,3.9950633060941927,cos(exp(x1)),cos(exp(x1)),PySRFunction(X=>cos(exp(x1)))
5,0.0071607926,0.5984898839764847,(x1 - x1) - x1,-x1 - x1 + x1,PySRFunction(X=>-x1 - x1 + x1)
7,0.0071479697,0.000896157414864753,x1 / -1.0036155,x1/(-1.0036155),PySRFunction(X=>x1/(-1.0036155))
8,0.0011268677,1.8473865214778469,sin((x1 * x0) + x0) - x1,-x1 + sin(x0*x1 + x0),PySRFunction(X=>-x1 + sin(x0*x1 + x0))
11,0.0011043971,0.006714087217391248,(x1 / -1.5204144) / cos(sin(x1)),x1/((-1.5204144)*cos(sin(x1))),PySRFunction(X=>x1/((-1.5204144)*cos(sin(x1))))
12,0.00087246776,0.23572915208788803,((cos(x1) - 0.5193576) * x1) - x1,x1*(cos(x1) - 1*0.5193576) - x1,PySRFunction(X=>x1*(cos(x1) - 1*0.5193576) - x1)
13,0.00080982,0.07451370135522255,((cos(x1) - 0.5217131) * sin(x1)) - x1,-x1 + (cos(x1) - 1*0.5217131)*sin(x1),PySRFunction(X=>-x1 + (cos(x1) - 1*0.5217131)*sin(x1))
14,0.0006918964,0.15737576732204286,(sin(x1) / -1.2802998) / cos(sin(x1 * x1)),sin(x1)/((-1.2802998)*cos(sin(x1*x1))),PySRFunction(X=>sin(x1)/((-1.2802998)*cos(sin(x1*x1))))
15,0.0005245445,0.27690596648244953,((cos(x1) - 0.5200712) * sin(x1 + x0)) - x1,-x1 + (cos(x1) - 1*0.5200712)*sin(x0 + x1),PySRFunction(X=>-x1 + (cos(x1) - 1*0.5200712)*sin(x0 + x1))
16,0.0002548507,0.7218523834487215,(sin(2.088889 / x0) / 8.101642) - x1,-x1 + sin(2.088889/x0)/8.101642,PySRFunction(X=>-x1 + sin(2.088889/x0)/8.101642)
18,8.86207e-05,0.5281562094308648,((cos(x1) - (0.5193466 / x1)) * ((x1 * x1) + x1)) - x1,-x1 + (x1*x1 + x1)*(cos(x1) - 0.5193466/x1),PySRFunction(X=>-x1 + (x1*x1 + x1)*(cos(x1) - 0.5193466/x1))
19,2.4248737e-05,1.2960009310813758,(sin(2.075654 / x0) / (exp(2.2485654) + x1)) - x1,-x1 + sin(2.075654/x0)/(x1 + exp(2.2485654)),PySRFunction(X=>-x1 + sin(2.075654/x0)/(x1 + exp(2.2485654)))
20,2.300946e-05,0.052459097838397285,(sin(2.075654 / x0) / (exp(x1) + exp(2.082605))) - x1,-x1 + sin(2.075654/x0)/(exp(x1) + exp(2.082605)),PySRFunction(X=>-x1 + sin(2.075654/x0)/(exp(x1) + exp(2.082605)))
24,4.933212e-06,0.384978784627404,((sin(0.016821077) / (x0 - x1)) * (exp(x0) + cos(x0))) - (x1 * 1.0311449),-1.0311449*x1 + (exp(x0) + cos(x0))*sin(0.016821077)/(x0 - x1),PySRFunction(X=>-1.0311449*x1 + (exp(x0) + cos(x0))*sin(0.016821077)/(x0 - x1))
