Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.021807092237536e-18,1.0007474755999999,2.8322794869570226e-09,1.1476492073014942e-17,1.0007474756,3.3876971637109096e-09,1.1777189567945589e-17,1.0007474755999999,3.4317910146082016e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,5.686873692100304e-18,0.7094566630669243,2.3847166901123294e-09,7.061872206355134e-18,0.6157936361178632,2.657418334842133e-09,7.89190524424816e-18,0.6706017768748066,2.8092535030232073e-09
Model_7,4.968018649081894e-18,0.6197770732499195,2.228905257986955e-09,5.9132609163471286e-18,0.5156349951665956,2.431719744614319e-09,7.856283606004508e-18,0.6675748862619478,2.802906278491043e-09
Model_8,4.3108729019449785e-18,0.5377959261110261,2.076264169595232e-09,5.1669067611099765e-18,0.45055308407344985,2.273083095953594e-09,6.3794560528320614e-18,0.5420838735540952,2.52575851039486e-09
Model_9,4.265617229809971e-18,0.5321501284590837,2.0653370741382558e-09,5.148309942053339e-18,0.44893144571856614,2.2689887487718705e-09,6.403233457789132e-18,0.5441043197607073,2.530461115644564e-09
Model_10,4.15827020948354e-18,0.5187582258154995,2.0391837115580197e-09,4.975397351475586e-18,0.43385350749325935,2.230559873994775e-09,6.20307928405897e-18,0.5270965452882271,2.4905981779602605e-09
Model_11,4.1146182688405996e-18,0.5133124990732377,2.0284521854952852e-09,4.859030469671182e-18,0.4237063420991384,2.204320863592953e-09,6.2588926487082074e-18,0.5318391949208262,2.5017778975576965e-09
Model_12,3.912744957713131e-18,0.4881281230119733,1.9780659639438546e-09,4.582771083081394e-18,0.399616586973476,2.1407407790485503e-09,6.28146238821311e-18,0.5337570217252751,2.506284578457345e-09
Model_13,3.6748291128063256e-18,0.45844731936535826,1.9169843799067133e-09,4.2319721940679364e-18,0.3690270043388168,2.057175781032806e-09,6.2321117593593664e-18,0.5295635325265382,2.4964197882886936e-09
Model_14,3.606891790658312e-18,0.4499719094163408,1.8991818740337408e-09,4.141476574335275e-18,0.36113580706144816,2.0350618109372686e-09,5.877294145151769e-18,0.49941348444689193,2.4243131285277008e-09
Model_15,3.269573914087562e-18,0.4078903672436816,1.8081963151404667e-09,4.309043268770307e-18,0.3757475843696723,2.075823515805307e-09,6.028775910227209e-18,0.5122854003759079,2.455356574965683e-09
Model_16,3.269836043644108e-18,0.40792306878947765,1.8082687973982486e-09,3.802263729912853e-18,0.3315565248568246,1.9499394169852694e-09,5.3275779077322255e-18,0.4527022437285426,2.3081546542058713e-09
Model_17,3.2206687235417165e-18,0.40178927986776464,1.7946221673493606e-09,3.754724982226591e-18,0.3274111569658751,1.9377112742167215e-09,5.349249276134605e-18,0.4545437329137475,2.3128444124356065e-09
Model_18,2.864845576594873e-18,0.35739914283596314,1.692585470986583e-09,3.327945651449644e-18,0.29019609724239587,1.824265784212828e-09,5.0398136429742285e-18,0.428249944658121,2.244952926672234e-09
Model_19,2.594527913140906e-18,0.32367610310175887,1.6107538338122638e-09,2.8655952939535805e-18,0.24987925215042778,1.6928069275477284e-09,4.788475784961728e-18,0.4068929200914699,2.188258619304795e-09
Model_20,2.5257007409286928e-18,0.3150896813576221,1.589245336922117e-09,2.7238677895888795e-18,0.23752064628779138,1.6504144296475596e-09,4.603953997535176e-18,0.39121348214959306,2.1456826413836636e-09
Model_21,2.2268355367620753e-18,0.2778052396881334,1.492258535496472e-09,2.3418553956603055e-18,0.20420925318616207,1.5303121889537132e-09,4.54665884409e-18,0.3863449199307736,2.132289577916189e-09
Model_22,2.1449184134841514e-18,0.26758580242341484,1.4645539981455623e-09,2.8855172346920388e-18,0.2516164408119303,1.6986810279425737e-09,3.735506541722221e-18,0.3174185759810188,1.932745855440446e-09
Model_23,1.8521598490054776e-18,0.23106318463997075,1.3609407955548535e-09,2.2204031971188923e-18,0.19361864933934922,1.4901017405260932e-09,3.903637414736615e-18,0.3317052227033853,1.9757624894547965e-09
