Model,MSE_Train,NMSE_Train
Model_1,98.32016224247907,2.5841973515494208
Model_2,29.64631709136099,0.7792087844784835
Model_3,1.136116145474005,0.02986110139795913
Model_4,0.11693859997692169,0.0030735549399215334
Model_5,0.10710752362199849,0.002815159907815939
Model_6,0.0005145871560917529,1.3525148205452415e-05
Model_7,0.0005145871560917911,1.3525148205453422e-05
Model_8,0.0004942044194624088,1.298941867843051e-05
Model_9,0.0004863203699345846,1.2782198313404656e-05
Model_10,0.0003034470848958328,7.975649502990805e-06
Model_11,0.00012812495080744417,3.367571319984516e-06
Model_12,4.4627058763251106e-05,1.1729550118013114e-06
Model_13,4.197907698551763e-06,1.1033567997876465e-07
Model_14,4.110488486059299e-06,1.0803799766981542e-07
