Complexity,Loss,Equation
1,79448.79868148605,"x0"
3,0.00015928001352049417,"-0.06343678536994689 - -284.0394814141802"
5,1.1676649508014251e-5,"(0.021746788351300936 * x0) + 283.93016017359463"
6,1.1676649507985632e-5,"(sin(0.02174850080800958) * x0) + 283.93016017838204"
7,4.45056219509425e-6,"284.04082030838737 - (cos(cos(x0)) * 0.0798739667674933)"
8,2.258560636549058e-6,"283.99558870361807 - (0.033965868274997035 * (sin(x0) ^ x0))"
9,2.258560636533312e-6,"283.9955887025536 - (sin(6.3171577080403605) * (sin(x0) ^ x0))"
11,2.637203560443594e-7,"283.99380120490247 - (sin(x0 - -0.2720589770456707) * (sin(x0) * 0.03422136059885177))"
12,1.7243065813787904e-7,"283.99425756820807 - ((0.04489906035418117 / (1.2223131513511873 ^ x0)) * (sin(x0) ^ x0))"
16,4.016566992006893e-8,"((0.03688138502043419 / (x0 ^ x0)) + 283.99203615154863) - ((sin(x0) ^ x0) * (0.07750788780444944 / x0))"
17,4.007921158996447e-8,"(283.9920396307977 + (0.036806682546669744 / (x0 ^ x0))) - ((sin(x0) ^ x0) * sin(0.07748799652817455 / x0))"
18,1.8735914177071188e-8,"(283.97679973880855 + (0.070503919120353 / (x0 + 1.2385623288995529))) - ((sin(x0) ^ x0) * (0.115055433508067 / (x0 + 1.236866112127585)))"
