complexity,loss,score,equation,sympy_format,lambda_format
1,2281.0898,0.0,x0,x0,PySRFunction(X=>x0)
2,57.967262,3.672530187297742,log(x0),log(x0),PySRFunction(X=>log(x0))
4,14.469656,0.6939123179364877,x0 / log(x0),x0/log(x0),PySRFunction(X=>x0/log(x0))
6,0.026469285,3.1519120209280027,log(x0 * (x0 * x0)),log(x0**3),PySRFunction(X=>log(x0**3))
8,0.005478591,0.7875685265257006,log(x0 * ((x0 * x0) + x0)),log(x0*(x0**2 + x0)),PySRFunction(X=>log(x0*(x0**2 + x0)))
9,0.0054785907,5.475860637194803e-08,log((x0 * x0) + x0) + log(x0),log(x0) + log(x0**2 + x0),PySRFunction(X=>log(x0) + log(x0**2 + x0))
10,0.002983281,0.6078241947874561,log(((x0 * x0) + (x0 + x0)) * x0),log(x0*(x0**2 + 2*x0)),PySRFunction(X=>log(x0*(x0**2 + 2*x0)))
12,0.0014662758,0.3551489924133408,log((x0 + (x0 * x0)) + (x0 * (x0 * x0))),log(x0**3 + x0**2 + x0),PySRFunction(X=>log(x0**3 + x0**2 + x0))
13,0.001117537,0.271598560161508,log((x0 + (x0 / x0)) * ((x0 * x0) + sin(x0))),log((x0 + 1)*(x0**2 + sin(x0))),PySRFunction(X=>log((x0 + 1)*(x0**2 + sin(x0))))
14,0.0008140876,0.3168144586394048,log((x0 + (x0 / x0)) * ((x0 * x0) + (x0 / x0))),log((x0 + 1)*(x0**2 + 1)),PySRFunction(X=>log((x0 + 1)*(x0**2 + 1)))
15,0.0008140823,6.5103770804042255e-06,log(x0 + (x0 / x0)) + log((x0 * x0) + (x0 / x0)),log(x0 + 1) + log(x0**2 + 1),PySRFunction(X=>log(x0 + 1) + log(x0**2 + 1))
16,0.00079915655,0.018504607553268992,log(((x0 * x0) + (x0 / x0)) * (x0 + 0.95235145)),log((x0 + 0.95235145)*(x0**2 + 1)),PySRFunction(X=>log((x0 + 0.95235145)*(x0**2 + 1)))
17,0.00079915114,6.769660227262357e-06,log((cos(-0.31274748) + x0) * ((x0 / x0) + (x0 * x0))),log((x0 + 0.951491834025329)*(x0**2 + 1)),PySRFunction(X=>log((x0 + 0.951491834025329)*(x0**2 + 1)))
18,0.00079651794,0.0033004366923761195,log((1.0639964 + (x0 * x0)) * (x0 + 0.9144483)),log((x0 + 0.9144483)*(x0**2 + 1.0639964)),PySRFunction(X=>log((x0 + 0.9144483)*(x0**2 + 1.0639964)))
22,0.0007939441,0.0008091492227212672,log(((x0 * x0) * (x0 - -1.0202023)) - (log(0.085561275) + cos(x0))),log(x0**2*(x0 + 1.0202023) - cos(x0) + 2.45852249305568),PySRFunction(X=>log(x0**2*(x0 + 1.0202023) - cos(x0) + 2.45852249305568))
23,0.00078863633,0.006707766380664915,log((x0 - -0.974967) * (x0 * x0)) + (exp(-0.38062623 * x0) / x0),log(x0**2*(x0 + 0.974967)) + exp(-0.38062623*x0)/x0,PySRFunction(X=>log(x0**2*(x0 + 0.974967)) + exp(-0.38062623*x0)/x0)
27,0.0007879383,0.00022137551636590368,log((x0 * x0) * (x0 - -0.950855)) + (exp(-0.36641127 * x0) / ((x0 * x0) / x0)),log(x0**2*(x0 + 0.950855)) + exp(-0.36641127*x0)/x0,PySRFunction(X=>log(x0**2*(x0 + 0.950855)) + exp(-0.36641127*x0)/x0)
