Complexity,Loss,Equation
1,0.84063077,"x0"
2,0.5188758,"log(x0)"
3,0.30776298,"x0 / x0"
4,0.010369977,"log(x0 + x0)"
6,0.003981724,"x0 - (log(x0) ^ x0)"
7,0.0028953399,"cos(sin(log(x0))) + log(x0)"
8,0.0017120207,"sin(log(x0)) + sin(x0 / x0)"
9,0.0006273386,"(x0 / x0) + (sin(log(x0)) ^ x0)"
11,0.0005703761,"1.0075474 + (sin(log(x0)) ^ x0)"
12,4.3448068e-5,"cos(cos(-1.3870212 / x0)) + log(x0)"
14,2.2428558e-5,"0.38488692 + log(x0 + 0.82405424)"
15,6.173044e-6,"log((x0 / exp(x0)) + ((1.3576075 ^ x0) + x0))"
16,5.1263423e-6,"(0.44131696 + log(x0)) + (0.5661726 / x0)"
17,1.3101024e-7,"exp(sin(0.1970144 * x0)) - (0.2295379 ^ x0)"
20,6.554913e-8,"(sin(log(x0)) ^ x0) + (cos(0.49254027 / x0) - -0.039058313)"
23,2.225335e-8,"exp(sin(0.19681779 * x0)) - ((0.22325853 ^ x0) * 1.0347967)"
25,3.339622e-10,"log((x0 - -0.5237589) + (1.3436421 ^ x0)) + cos(exp(cos(-1.0659126)))"
