complexity,loss,score,equation,sympy_format,lambda_format
1,13.452259,0.0,x0,x0,PySRFunction(X=>x0)
2,0.40667057,3.4988988789436077,cos(x0),cos(x0),PySRFunction(X=>cos(x0))
4,0.1906015,0.37890929315003746,log(x0) - x0,-x0 + log(x0),PySRFunction(X=>-x0 + log(x0))
5,0.016212419,2.4644073075885777,log(sin(x0) / x0),log(sin(x0)/x0),PySRFunction(X=>log(sin(x0)/x0))
6,0.0101878755,0.4645792167017173,log(x0 / (x0 ^ x0)),log(x0/x0**x0),PySRFunction(X=>log(x0/x0**x0))
7,0.010187852,2.3066661054918496e-06,log(x0) - log(x0 ^ x0),log(x0) - log(x0**x0),PySRFunction(X=>log(x0) - log(x0**x0))
8,0.009006771,0.12321940230861671,(sin(x0) / exp(cos(x0))) - x0,-x0 + sin(x0)/exp(cos(x0)),PySRFunction(X=>-x0 + sin(x0)/exp(cos(x0)))
9,0.007378267,0.19943784061998626,(sin(sin(x0)) / exp(cos(x0))) - x0,-x0 + sin(sin(x0))/exp(cos(x0)),PySRFunction(X=>-x0 + sin(sin(x0))/exp(cos(x0)))
10,0.0066369497,0.10588631177896421,(exp(x0) - x0) * -0.14009413,(-x0 + exp(x0))*(-0.14009413),PySRFunction(X=>(-x0 + exp(x0))*(-0.14009413))
11,0.0039073615,0.529790137382133,cos(cos(exp(x0))) - (x0 - (sin(x0) / x0)),-(x0 - sin(x0)/x0) + cos(cos(exp(x0))),PySRFunction(X=>-(x0 - sin(x0)/x0) + cos(cos(exp(x0))))
12,0.0033466448,0.15490404631802268,(x0 / (x0 ^ x0)) - (x0 + sin(x0 + x0)),x0/(x0**x0) - (x0 + sin(x0 + x0)),PySRFunction(X=>x0/(x0**x0) - (x0 + sin(x0 + x0)))
14,0.00048014338,0.9708144015304525,(cos(14.299835 / x0) - x0) + exp(cos(x0)),-x0 + exp(cos(x0)) + cos(14.299835/x0),PySRFunction(X=>-x0 + exp(cos(x0)) + cos(14.299835/x0))
15,7.73283e-05,1.8260247729577133,(cos(13.92172 / x0) - x0) + cos(x0 / x0),-x0 + cos(13.92172/x0) + cos(x0/x0),PySRFunction(X=>-x0 + cos(13.92172/x0) + cos(x0/x0))
16,7.297367e-06,2.360546396512721,0.54867154 + (cos(13.922141 / x0) - x0),-x0 + cos(13.922141/x0) + 0.54867154,PySRFunction(X=>-x0 + cos(13.922141/x0) + 0.54867154)
17,2.5761608e-07,3.343798462500268,(cos(-13.566954 / x0) - 2.4571886) + sin(x0),sin(x0) + cos(-13.566954/x0) - 1*2.4571886,PySRFunction(X=>sin(x0) + cos(-13.566954/x0) - 1*2.4571886)
23,4.355625e-08,0.2962362014062601,sin(0.7658534 + x0) + (cos(-13.895724 / x0) - 1.8253267),sin(x0 + 0.7658534) + cos(-13.895724/x0) - 1*1.8253267,PySRFunction(X=>sin(x0 + 0.7658534) + cos(-13.895724/x0) - 1*1.8253267)
