Complexity,Loss,MSE,NMSE,Absolute Error
1,1.964482003633256,1.5926666348651357,0.6272873150901008,0.6009757327678036
3,1.4869629186592,1.2241513500248842,0.4821439696236594,0.6841170891156738
5,1.155801436650827,0.9298586521182355,0.3662339152034411,0.3908986865482531
6,0.8151522532801764,0.8708292907008903,0.3429846244702896,0.8935029039504183
7,0.6901072459505317,0.5684446943049918,0.22388749676920675,0.47835653280564505
8,0.0212531117512952,0.02060101382023808,0.008113910572707819,0.11437773404225897
10,0.0126882381545534,0.012252225676215613,0.004825658791403072,0.08511836856006916
12,0.0075727013876627,0.007077588237451192,0.0027875772780033043,0.05763186345757706
14,0.0038221686002872,0.003201857953669765,0.0012610830384021114,0.04347480053557817
15,0.003221628349121,0.00283797454282521,0.0011177640017640156,0.039116655236396194
16,0.0031720309735433,0.002947130830974405,0.001160756272349321,0.043656395273784974
18,0.0026369643572277,0.0023116318793977558,0.0009104588012085093,0.03606729331738604
22,0.00233447288141,0.002401219982587983,0.0009457439509592425,0.03816959018494219
24,0.002197609121051,0.002049477301623636,0.0008072066594039365,0.03524698234831421
25,0.0021266139750516,0.0020321332380858585,0.0008003755305215978,0.03580918791254889
27,0.0018981979151611,0.0016608576657955517,0.0006541450188739117,0.029855346850976267
28,0.0016865590231924,0.0018382844258139318,0.0007240262818329299,0.032372969336758296
29,0.0012724406948819,0.0013693526575392723,0.0005393329232592615,0.028694486835118844
