complexity,loss,score,equation,sympy_format,lambda_format
1,2018.0621,0.0,x0,x0,PySRFunction(X=>x0)
2,55.476147,3.5939398288976068,log(x0),log(x0),PySRFunction(X=>log(x0))
4,11.974427,0.7665899260598926,x0 / log(x0),x0/log(x0),PySRFunction(X=>x0/log(x0))
6,0.013296485,3.4015144284318186,log(x0 * (x0 * x0)),log(x0**3),PySRFunction(X=>log(x0**3))
8,0.008784151,0.2072753198091461,log(((x0 * x0) + x0) * x0),log(x0*(x0**2 + x0)),PySRFunction(X=>log(x0*(x0**2 + x0)))
12,0.0087823495,5.1276576296907664e-05,log(x0 * (x0 * x0)) + (cos(sin(x0)) / x0),log(x0**3) + cos(sin(x0))/x0,PySRFunction(X=>log(x0**3) + cos(sin(x0))/x0)
13,0.008744181,0.004355518091812655,log(x0 * (x0 * x0)) + (sin(x0 / x0) / x0),log(x0**3) + sin(1)/x0,PySRFunction(X=>log(x0**3) + sin(1)/x0)
14,0.0086907055,0.006134329316125325,log((x0 + (x0 * x0)) * (x0 / 1.009726)),log(0.990367683906327*x0*(x0**2 + x0)),PySRFunction(X=>log(0.990367683906327*x0*(x0**2 + x0)))
15,0.008634538,0.006483914269798472,exp(1.0975752) * log(x0 - -0.33488098),2.99689034676745*log(x0 + 0.33488098),PySRFunction(X=>2.99689034676745*log(x0 + 0.33488098))
16,0.008634515,2.663724525058262e-06,exp(1.0975887) * log(x0 + cos(1.2299637)),2.99693080506023*log(x0 + 0.334271939247794),PySRFunction(X=>2.99693080506023*log(x0 + 0.334271939247794))
17,0.00812904,0.06032470785128111,(sin(1.0746421 ^ x0) / x0) + log(x0 * (x0 * x0)),log(x0**3) + sin(1.0746421**x0)/x0,PySRFunction(X=>log(x0**3) + sin(1.0746421**x0)/x0)
19,0.008105459,0.0014525250569147577,(sin(1.0899043 ^ x0) / exp(log(x0))) + log((x0 * x0) * x0),log(x0**3) + sin(1.0899043**x0)/x0,PySRFunction(X=>log(x0**3) + sin(1.0899043**x0)/x0)
23,0.0080754915,0.0009260127908685417,log((x0 + 0.0958545) * (x0 * x0)) + (sin(1.0746421 ^ x0) / x0),log(x0**2*(x0 + 0.0958545)) + sin(1.0746421**x0)/x0,PySRFunction(X=>log(x0**2*(x0 + 0.0958545)) + sin(1.0746421**x0)/x0)
25,0.0079634525,0.006985548575785014,log((x0 / 0.98705864) * (x0 * x0)) + (sin(1.0746421 ^ x0) / exp(log(x0))),log(1.01311103461898*x0**3) + sin(1.0746421**x0)/x0,PySRFunction(X=>log(1.01311103461898*x0**3) + sin(1.0746421**x0)/x0)
26,0.007926613,0.004636804801585463,(sin(x0 / 1.1250207) / (log(x0) + x0)) + log((x0 - -0.52848136) * (x0 * x0)),log(x0**2*(x0 + 0.52848136)) + sin(0.88887253363427*x0)/(x0 + log(x0)),PySRFunction(X=>log(x0**2*(x0 + 0.52848136)) + sin(0.88887253363427*x0)/(x0 + log(x0)))
27,0.007900598,0.0032873793656222504,(sin(x0 / 1.1250207) / ((x0 / x0) + x0)) + log((x0 - -0.52848136) * (x0 * x0)),log(x0**2*(x0 + 0.52848136)) + sin(0.88887253363427*x0)/(x0 + 1),PySRFunction(X=>log(x0**2*(x0 + 0.52848136)) + sin(0.88887253363427*x0)/(x0 + 1))
28,0.007886858,0.0017406228678115653,(sin(x0 / 1.1250207) / ((x0 + x0) / log(x0))) + log((x0 - -0.6904543) * (x0 * x0)),log(x0**2*(x0 + 0.6904543)) + log(x0)*sin(0.88887253363427*x0)/(2*x0),PySRFunction(X=>log(x0**2*(x0 + 0.6904543)) + log(x0)*sin(0.88887253363427*x0)/(2*x0))
29,0.007820096,0.00850099924618153,(sin(x0 / 1.1250207) / (x0 + 2.94305)) + log((x0 - -0.6904543) * (x0 * x0)),log(x0**2*(x0 + 0.6904543)) + sin(0.88887253363427*x0)/(x0 + 2.94305),PySRFunction(X=>log(x0**2*(x0 + 0.6904543)) + sin(0.88887253363427*x0)/(x0 + 2.94305))
