complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x4 - x4,0.1935952439323414,-x4 + x4,PySRFunction(X=>-x4 + x4)
5,0.9893,-0.01491,0.0023697921636985863,-0.0149100000000000,PySRFunction(X=>-0.0149100000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7217,((x0 / exp(x0)) - x0) / x0,0.014341327298511645,(-x0 + x0/exp(x0))/x0,PySRFunction(X=>(-x0 + x0/exp(x0))/x0)
9,0.7007,x0 / (-1.521 - x0),0.029529704701739386,x0/(-x0 - 1.521),PySRFunction(X=>x0/(-x0 - 1.521))
10,0.552,-0.5356 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.5356,PySRFunction(X=>-x0/exp(x0) - 0.5356)
13,0.5107,(-0.4597 / exp(x1)) - (x0 / exp(x0)),0.025921904207832348,-x0/exp(x0) - 0.4597*exp(-x1),PySRFunction(X=>-x0/exp(x0) - 0.4597*exp(-x1))
15,0.4417,(x0 + 0.5103) / (-0.6904 - x0),0.0725757075255588,(x0 + 0.5103)/(-x0 - 0.6904),PySRFunction(X=>(x0 + 0.5103)/(-x0 - 0.6904))
21,0.4182,((x1 + -4.875) + (0.0261 ^ x0)) * 0.2035,0.009111855267991251,(0.0261**x0 + x1 - 4.875)*0.2035,PySRFunction(X=>(0.0261**x0 + x1 - 4.875)*0.2035)
22,0.4165,(0.2405 / (x0 + 0.722)) - exp(x2 * -0.1914),0.004073325387635897,-exp(x2*(-0.1914)) + 0.2405/(x0 + 0.722),PySRFunction(X=>-exp(x2*(-0.1914)) + 0.2405/(x0 + 0.722))
23,0.3184,((x1 * 0.0467) - (x0 + 0.517)) / (x0 + 0.681),0.26857800763666934,(x1*0.0467 - (x0 + 0.517))/(x0 + 0.681),PySRFunction(X=>(x1*0.0467 - (x0 + 0.517))/(x0 + 0.681))
25,0.2627,(((x1 + x2) * 0.03857) - (x0 + 0.517)) / (x0 + 0.679),0.09614787863936695,(-(x0 + 0.517) + (x1 + x2)*0.03857)/(x0 + 0.679),PySRFunction(X=>(-(x0 + 0.517) + (x1 + x2)*0.03857)/(x0 + 0.679))
31,0.2593,((x2 * 0.03754) + ((x1 * 0.05325) - (x0 + 0.5044))) / (x0 + 0.696),0.002171167357812593,(x1*0.05325 + x2*0.03754 - (x0 + 0.5044))/(x0 + 0.696),PySRFunction(X=>(x1*0.05325 + x2*0.03754 - (x0 + 0.5044))/(x0 + 0.696))
33,0.2568,(((x1 * 0.0914) + 0.308) / (x0 + (x0 - -1.349))) - (1.178 ^ (x3 - x2)),0.004844060364406297,-1.178**(-x2 + x3) + (x1*0.0914 + 0.308)/(x0 + x0 - 1*(-1.349)),PySRFunction(X=>-1.178**(-x2 + x3) + (x1*0.0914 + 0.308)/(x0 + x0 - 1*(-1.349)))
35,0.2349,(((x1 * 0.0715) + 0.2406) / (x0 + (1.743 ^ x0))) - (1.157 ^ (x3 + (x4 - x2))),0.04456884007546942,-1.157**(-x2 + x3 + x4) + (x1*0.0715 + 0.2406)/(1.743**x0 + x0),PySRFunction(X=>-1.157**(-x2 + x3 + x4) + (x1*0.0715 + 0.2406)/(1.743**x0 + x0))
37,0.2211,(((x1 * 0.0715) + 0.254) / ((1.744 ^ x0) + x0)) - (1.171 ^ ((x4 + x3) - (x0 + x2))),0.030272401900733235,-1.171**(x3 + x4 - (x0 + x2)) + (x1*0.0715 + 0.254)/(1.744**x0 + x0),PySRFunction(X=>-1.171**(x3 + x4 - (x0 + x2)) + (x1*0.0715 + 0.254)/(1.744**x0 + x0))
