Model,MSE_Train,NMSE_Train
Model_1,79.53263334507969,78.67623925680635
Model_2,12.064074790199708,11.934170851448087
Model_3,9.963076613583516,9.855795871653763
Model_4,4.988076495036516,4.934365721954605
Model_5,2.8713783311990495,2.840459809774446
Model_6,0.4100344873976347,0.4056193046452678
Model_7,0.029895451709929376,0.029573542488093855
Model_8,0.004747424863153467,0.004696305386577278
Model_9,0.0020159088773603756,0.001994201907875554
Model_10,0.0010452873195943373,0.001034031840636868
Model_11,0.0004136999471270105,0.000409245295317591
Model_12,0.00021249459819572237,0.00021020649191744468
Model_13,2.144681905729198e-05,2.1215883298215054e-05
Model_14,1.3541848323526856e-05,1.3396031966632898e-05
Model_15,1.3389092698307721e-05,1.3244921188426694e-05
Model_16,3.865299808872122e-06,3.823678907281204e-06
Model_17,9.756233823368569e-07,9.65118032999443e-07
