x1,x2,x3,x4,x5,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals
2.2747,2.377,1.2464,2.0515,2.1147,10.067166801412377,2.2747,8.287099263383448,7.040699263383448,7.288960090000001,10.1734036004608,9.13650809,10.0643,9.957379322900103,9.997138030115766,10.076708133775199,10.037727866345657,10.070866614024705,10.06953268679206,10.067530614356878,10.06152584191156,10.069461092416809,10.065491820705253,7.792466801412377,1.7800675380289288,3.0264675380289283,2.778206711412376,0.10623679904842298,0.9306587114123772,0.0028668014123773844,0.1097874785122741,0.07002877129661123,0.009541332362822175,0.029438935066719907,0.0036998126123286568,0.002365885379683519,0.00036381294450116286,0.005640959500816223,0.002294291004432125,0.0016749807071239076
2.9131,2.9266,2.6567,1.5061,2.6221,12.426997984388688,2.9131,13.76459891308932,11.107898913089318,11.10825161,10.1734036004608,12.057639510000001,12.624600000000001,12.480663038235665,12.403655734363282,12.404855984814532,12.442150058137496,12.425650926039651,12.426402105643028,12.4209913788989,12.427360896959467,12.424559749343333,12.42658780548585,9.513897984388688,1.3376009287006312,1.3190990712993695,1.318746374388688,2.2535943839278882,0.36935847438868663,0.19760201561131296,0.05366505384697717,0.02334225002540613,0.0221419995741563,0.015152073748808448,0.0013470583490367005,0.0005958787456599168,0.0060066054897873755,0.00036291257077891714,0.0024382350453553414,0.0004101789028378988
2.9556,1.2048,2.075,2.4609,2.2063,11.148754762243549,2.9556,9.082050562579504,7.007050562579503,10.94187136,10.1734036004608,11.93744028,10.902600000000001,11.087167416694678,11.177932251334985,11.144550372464629,11.158944826145724,11.174313935740905,11.141518375812595,11.148556661744928,11.144220706667648,11.146707757774735,11.148269552191744,8.193154762243548,2.066704199664045,4.141704199664045,0.20688340224354818,0.9753511617827488,0.788685517756452,0.24615476224354715,0.06158734554887069,0.02917748909143647,0.004204389778919904,0.010190063902175694,0.02555917349735637,0.007236386430953701,0.00019810049862023504,0.004534055575900808,0.0020470044688138955,0.00048521005180468535
2.5184,1.3729,2.8122,2.7306,2.9314,12.506690880514816,2.5184,18.753867541013914,15.941667541013913,9.273738560000002,10.1734036004608,12.63143776,12.3655,12.490459125268513,12.46469778353211,12.446839671533171,12.485366571629749,12.493229682078091,12.511932016130476,12.50245809418451,12.507713906029647,12.506940301024652,12.507523501457024,9.988290880514816,6.247176660499099,3.434976660499098,3.232952320514814,2.333287280054016,0.12474687948518515,0.14119088051481476,0.01623175524630227,0.041993096982706035,0.05985120898164453,0.021324308885066756,0.013461198436724331,0.0052411356156607525,0.004232786330305771,0.001023025514831133,0.0002494205098368951,0.0008326209422087061
