Model,MSE_Train,NMSE_Train
Model_1,66.35207054869153,81.84015889492564
Model_2,7.618321050735698,9.396611140374754
Model_3,5.121346619513469,6.316785861104344
Model_4,1.5708115964628993,1.9374748909180892
Model_5,1.0057111250664803,1.2404670660192125
Model_6,0.1702142813813734,0.20994618132096693
Model_7,8.550547047317945e-05,0.0001054643997096542
Model_8,8.550547047317945e-05,0.0001054643997096542
Model_9,2.8052738572641314e-05,3.460088831045603e-05
Model_10,2.3525066783594486e-05,2.9016354541193395e-05
Model_11,9.83621441827864e-06,1.2132211463178778e-05
Model_12,5.477955922308353e-06,6.756635917972199e-06
Model_13,5.023809017171523e-06,6.1964807552065994e-06
Model_14,4.421968731288744e-06,5.454157204204988e-06
Model_15,9.223074721146635e-07,1.137595096033213e-06
