Complexity,Loss,Equation
1,0.2406,"x1"
5,0.2405,"(x0 * x1) / x0"
7,0.2258,"x1 / 1.143"
8,0.1641,"x1 - (x0 / exp(x2 / x2))"
9,0.1581,"x1 + (x0 * -0.289)"
11,0.1434,"x1 + (x0 / (x4 + -3.645))"
13,0.1333,"x1 + (x0 / ((-3.95 + x4) + x5))"
15,0.1241,"x1 + (((x0 + x0) + (x1 * x1)) * -0.1366)"
16,0.1075,"log((0.7427 ^ x0) * (x1 + 1.362))"
18,0.094,"(x0 / (x4 + -3.61)) + log(x1 - -1.361)"
21,0.09076,"log(x1 - -1.361) + ((exp(x4) + x3) * (x0 * -0.1387))"
22,0.0885,"(((x0 + x0) + (x0 * x4)) * -0.1531) + log(x1 - -1.361)"
24,0.08795,"((x0 * -0.1447) * (x4 + 1.99)) + log(x1 - -1.361)"
26,0.07294,"log(x1 - -1.361) + ((x4 + (x3 - -1.853)) * (x0 * -0.1505))"
28,0.06116,"(((x3 - -2.182) + (x4 + x1)) * (x0 * -0.1354)) + log(x1 - -1.36)"
34,0.05753,"((x0 * -0.1307) * ((x3 - -2.264) + (x4 + x1))) + (log(x1 - -1.39) * 1.101)"
39,0.04825,"(((x0 * -0.1284) * (x4 + x3)) + ((0.756 ^ x1) * x1)) + (((x0 + x0) + (-1.897 - x2)) * -0.138)"
45,0.0442,"((x1 * (0.756 ^ x1)) + ((x0 * -0.2861) + 0.2622)) - (((x3 - x2) * 0.09064) - ((x0 * -0.1317) * (x4 + x3)))"
49,0.0342,"(((x2 * 0.0425) + (x0 * -0.1246)) * ((x4 - -2.404) + (x3 + x1))) + (((x1 - -0.295) * 2.932) / (x1 + 2.842))"
50,0.0338,"(((-0.2502 - x1) / -0.9307) * (exp(x1) ^ -0.2827)) + (((x2 * -0.04) + (x0 * 0.1261)) * ((-2.357 - x3) - (x1 + x4)))"
55,0.03284,"(((x1 + x3) + (x4 - -2.424)) * ((x2 * 0.0406) + (x0 * -0.1232))) + (((x1 - -0.2761) * 1.393) / ((x1 * 0.4458) + 1.38))"
