Model,MSE_Train,NMSE_Train
Model_1,383.57787254500096,2.7337571725785166
Model_2,113.89931211574479,0.8117597070504804
Model_3,60.48805830698235,0.43109802490669147
Model_4,2.105287085362678,0.015004368296223683
Model_5,0.5662295222927947,0.004035514373191672
Model_6,0.011880396346503078,8.467151274873943e-05
Model_7,0.011880396346503137,8.467151274873985e-05
Model_8,0.0022793576694967966,1.6244968294222136e-05
Model_9,0.0022793663866281033,1.624503042116412e-05
Model_10,0.0006767778432862808,4.823391586825782e-06
Model_11,0.0006767779328186155,4.823392224922188e-06
Model_12,0.0002306372061971754,1.643749970564395e-06
Model_13,0.00013390990987693395,9.543751160006322e-07
