complexity,loss,score,equation,sympy_format,lambda_format
1,383.57785,0.0,x0,x0,PySRFunction(X=>x0)
2,113.8993,1.2142278742097101,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
4,60.488094,0.3164340862051831,x0 * exp(x0),x0*exp(x0),PySRFunction(X=>x0*exp(x0))
5,2.1052878,3.3579943724030135,exp(x0) + exp(x0),exp(x0) + exp(x0),PySRFunction(X=>exp(x0) + exp(x0))
8,0.5662304,0.4377354654498293,(exp(x0) * log(x0)) + exp(x0),exp(x0)*log(x0) + exp(x0),PySRFunction(X=>exp(x0)*log(x0) + exp(x0))
9,0.011880321,3.8641177287401622,x0 + (x0 * (x0 + (x0 * x0))),x0*(x0 + x0*x0) + x0,PySRFunction(X=>x0*(x0 + x0*x0) + x0)
13,0.011880249,1.515115167666313e-06,(x0 * ((x0 / x0) + (x0 * x0))) + (x0 * x0),x0*(x0*x0 + x0/x0) + x0*x0,PySRFunction(X=>x0*(x0*x0 + x0/x0) + x0*x0)
14,0.0022793745,1.6509762100884025,(2.0241847 * exp(x0)) - exp(sin(x0 ^ x0)),2.0241847*exp(x0) - exp(sin(x0**x0)),PySRFunction(X=>2.0241847*exp(x0) - exp(sin(x0**x0)))
15,0.0022791754,8.735233988620456e-05,exp(exp(-0.34932643) + x0) - exp(sin(x0 ^ x0)),exp(x0 + exp(-0.34932643)) - exp(sin(x0**x0)),PySRFunction(X=>exp(x0 + exp(-0.34932643)) - exp(sin(x0**x0)))
20,0.00067680667,0.24283666528405218,((exp(x0) + exp(x0)) - (-0.35808894 * log(x0))) - exp(sin(x0 ^ x0)),2*exp(x0) - exp(sin(x0**x0)) + 0.35808894*log(x0),PySRFunction(X=>2*exp(x0) - exp(sin(x0**x0)) + 0.35808894*log(x0))
21,0.0006767942,1.842492905653225e-05,((exp(x0) + exp(x0)) - (cos(-1.9370394) * log(x0))) - exp(sin(x0 ^ x0)),2*exp(x0) - exp(sin(x0**x0)) + 0.358110202611095*log(x0),PySRFunction(X=>2*exp(x0) - exp(sin(x0**x0)) + 0.358110202611095*log(x0))
23,0.00023060343,0.538333878274946,((x0 + (x0 * x0)) * (x0 + 0.22661252)) + (0.48506406 / (x0 / x0)),(x0 + 0.22661252)*(x0 + x0*x0) + 0.48506406/((x0/x0)),PySRFunction(X=>(x0 + 0.22661252)*(x0 + x0*x0) + 0.48506406/((x0/x0)))
24,0.00013385783,0.543921215391033,(2.1128085 * (x0 * (1.8209234 ^ x0))) - sin(1.7221165 ^ x0),2.1128085*1.8209234**x0*x0 - sin(1.7221165**x0),PySRFunction(X=>2.1128085*1.8209234**x0*x0 - sin(1.7221165**x0))
