Complexity,Loss,MSE,NMSE,Absolute Error
1,2.368326596510406,2.1878759343624044,0.6348245880644072,0.7954638997241326
3,1.6217602766360846,1.6661680234221863,0.48344808428240305,0.8480180005537384
5,1.4315320532626483,1.2559262477883937,0.3644141106766607,0.5221755496289027
6,0.8844465065695216,0.8306966399717879,0.24103133271597413,0.8625103914050172
7,0.8137381491923799,0.7342183368481756,0.21303760689465653,0.5377616249933614
8,0.0244397612997941,0.02897109978661718,0.008406128610382929,0.13825357644622496
10,0.0148891236404231,0.018335938337283038,0.005320276309512158,0.10878789971000284
12,0.0071844113857986,0.018795145143023027,0.00545351776379746,0.09789616509623326
14,0.0024435110492105,0.002849026604667976,0.0008266611978708748,0.04227303993571512
15,0.0018759978887788,0.00786998611772649,0.002283521024565904,0.05510285225751847
20,0.0018656882977659,0.007583671876597413,0.0022004453266586056,0.05460805020848145
22,0.0018118832265309,0.007927811676673242,0.002300299437848586,0.05525498213886924
23,0.0017783938598396,0.008860435450064609,0.002570905505342438,0.05472487435181088
24,0.0016524263539034,0.007740371650946739,0.002245912653273762,0.05370554834724071
27,0.00127962516663,0.00848716435731703,0.0024625987846695913,0.051925710437699765
29,0.0012384484997596,0.00864052898616249,0.0025070983999363238,0.05202875416081369
