complexity,loss,score,equation,sympy_format,lambda_format
1,225905.1,0.0,x0,x0,PySRFunction(X=>x0)
2,217031.55,0.04007226490315817,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
3,216983.27,0.0002224808830220783,x0 ^ x0,x0**x0,PySRFunction(X=>x0**x0)
4,91778.89,0.8604379390387606,exp(x0 + x0),exp(x0 + x0),PySRFunction(X=>exp(x0 + x0))
5,66159.766,0.32730980092650536,exp(exp(x0) / x0),exp(exp(x0)/x0),PySRFunction(X=>exp(exp(x0)/x0))
6,651.8756,4.619974046634555,exp(x0 + x0) * x0,x0*exp(x0 + x0),PySRFunction(X=>x0*exp(x0 + x0))
7,651.8744,1.840843719942855e-06,exp(x0) * (exp(x0) * x0),x0*exp(x0)*exp(x0),PySRFunction(X=>x0*exp(x0)*exp(x0))
8,250.17825,0.9576782415342491,exp(((x0 / x0) + x0) + x0),exp(x0 + x0 + x0/x0),PySRFunction(X=>exp(x0 + x0 + x0/x0))
10,236.95267,0.02715662362417516,exp((x0 + x0) + (x0 / x0)) - x0,-x0 + exp(x0 + x0 + x0/x0),PySRFunction(X=>-x0 + exp(x0 + x0 + x0/x0))
11,235.56084,0.0058911925096885,exp((x0 / x0) + (x0 + x0)) - sin(x0),exp(x0 + x0 + x0/x0) - sin(x0),PySRFunction(X=>exp(x0 + x0 + x0/x0) - sin(x0))
12,168.48337,0.3351321734806757,((x0 + x0) * x0) * ((x0 * exp(x0)) + x0),x0*(x0 + x0)*(x0*exp(x0) + x0),PySRFunction(X=>x0*(x0 + x0)*(x0*exp(x0) + x0))
13,57.708668,1.0714296630251336,exp(x0) + ((x0 + x0) * ((x0 * x0) * exp(x0))),x0*x0*(x0 + x0)*exp(x0) + exp(x0),PySRFunction(X=>x0*x0*(x0 + x0)*exp(x0) + exp(x0))
14,53.9427,0.06748501545845995,exp((x0 / 1.3402749) + x0) * (x0 + x0),(x0 + x0)*exp(x0/1.3402749 + x0),PySRFunction(X=>(x0 + x0)*exp(x0/1.3402749 + x0))
15,14.5624695,1.309474735173071,((x0 + x0) * x0) * ((x0 * exp(x0)) + log(x0 + x0)),2*x0**2*(x0*exp(x0) + log(2*x0)),PySRFunction(X=>2*x0**2*(x0*exp(x0) + log(2*x0)))
18,11.887925,0.06764148594351006,(((x0 * x0) * (x0 / 0.5642223)) * (x0 + exp(x0))) - x0,x0*x0*x0*(x0 + exp(x0))/0.5642223 - x0,PySRFunction(X=>x0*x0*x0*(x0 + exp(x0))/0.5642223 - x0)
19,0.5953927,2.9940572702133177,(x0 * exp(x0 + x0)) + ((x0 - 38.18045) * sin(x0 ^ x0)),x0*exp(x0 + x0) + (x0 - 1*38.18045)*sin(x0**x0),PySRFunction(X=>x0*exp(x0 + x0) + (x0 - 1*38.18045)*sin(x0**x0))
24,0.41346696,0.07292871596698337,((-13.352312 * x0) * sin(x0 ^ x0)) + exp((x0 + x0) / exp(-0.16876125)),-13.352312*x0*sin(x0**x0) + exp((x0 + x0)/exp(-0.16876125)),PySRFunction(X=>-13.352312*x0*sin(x0**x0) + exp((x0 + x0)/exp(-0.16876125)))
