Model,MSE_Train,NMSE_Train
Model_1,2.4125690850000003,2.126071524579654
Model_2,0.8846542320238762,0.7795997152988657
Model_3,0.35104908749999997,0.30936128349809355
Model_4,0.08754443865094878,0.07714835579561968
Model_5,0.04757174895720046,0.04192250554033595
Model_6,0.009077396968304603,0.007999437334918057
Model_7,0.001080661298749311,0.0009523305381268185
Model_8,0.00034542914178489043,0.00030440871794095933
Model_9,0.00020147286972914787,0.00017754755043894934
Model_10,0.00010752023296409184,9.475198328719621e-05
Model_11,4.392141858727773e-05,3.870565943920097e-05
Model_12,3.1003377547247244e-05,2.732166244640184e-05
Model_13,2.5875987779692837e-05,2.2803160800999833e-05
Model_14,1.2042460679005508e-05,1.0612393607581923e-05
Model_15,5.643470802239674e-06,4.973296991592041e-06
