Model,MSE_Train,NMSE_Train
Model_1,12.60120068614445,43.26727496897564
Model_2,0.3131352573929791,1.075176058341817
Model_3,0.2731543025816485,0.9378981109120859
Model_4,0.1513479540052744,0.5196658401876213
Model_5,0.08884406357436443,0.30505351226251504
Model_6,0.06661454367464315,0.22872659914644125
Model_7,0.038567182569969986,0.132423642365158
Model_8,0.03742156787175604,0.128490078620663
Model_9,0.021351278833444884,0.07331139906705073
Model_10,0.021198135138444412,0.0727855674001814
Model_11,0.01410119829145396,0.048417642021941695
Model_12,0.012427603233140697,0.04267121361576777
Model_13,0.002850699667391634,0.009788115389561326
Model_14,0.00148759468394759,0.0051077805866164725
Model_15,0.0008939777223280855,0.003069547171853083
Model_16,0.0008939778286772103,0.0030695475370116853
Model_17,0.0007243970032612561,0.0024872776100827686
Model_18,0.0006869906717258071,0.0023588398466953073
Model_19,0.0004139996191911137,0.0014215022684535782
Model_20,0.00027643022589472126,0.0009491462672024499
Model_21,0.00023984713668267907,0.0008235351750870448
Model_22,7.508189918123014e-06,2.577999714455109e-05
