Model,MSE_Train,NMSE_Train
Model_1,2219.427805193117,354.0077517106945
Model_2,57.120742802481324,9.110990539199703
Model_3,13.147688939913582,2.097109800516978
Model_4,0.013503805672624774,0.0021539118661659112
Model_5,0.002408316813839992,0.00038413631598184636
Model_6,0.001088299808495869,0.00017358824084808615
Model_7,0.0010536581401257472,0.0001680627540057028
Model_8,0.0008512512986545851,0.0001357780404807074
Model_9,0.0008176805015745276,0.00013042336195967616
Model_10,0.0008146726037417841,0.00012994359003528489
Model_11,0.0008120476999192204,0.00012952490721149208
Model_12,0.0008082439483437485,0.0001289181933818518
Model_13,0.0008078804468701645,0.00012886021342003196
