Model,MSE_Train,NMSE_Train
Model_1,0.07030119225217935,0.12615010500322263
Model_2,0.06601241859070592,0.11845422915250892
Model_3,0.05029179968937513,0.09024478260422443
Model_4,0.03460819546544251,0.062101756059510994
Model_5,0.021641275747193912,0.03883361178455086
Model_6,0.012332479256969443,0.02212968946011768
Model_7,0.0030054309379272774,0.005393015626811175
Model_8,0.0013340268253205472,0.0023938089625512122
Model_9,0.000546681549164595,0.0009809781686639914
Model_10,0.00016617325159582963,0.0002981851724839132
Model_11,3.187009944827003e-05,5.718845247233739e-05
Model_12,3.1870125395397474e-05,5.718849903247025e-05
Model_13,3.187016319439779e-05,5.718856685988123e-05
Model_14,2.3296387256775782e-05,4.180358262056214e-05
