Model,MSE_Train,NMSE_Train
Model_1,3126.0626514433634,2777.063531329533
Model_2,0.467244958081068,0.4150809110257012
Model_3,0.45442585269294244,0.4036929530584492
Model_4,0.4242585210773163,0.37689355528291246
Model_5,8.848510176876248e-05,7.860646973103848e-05
Model_6,8.848510176876241e-05,7.860646973103842e-05
Model_7,8.848510176753589e-05,7.860646972994884e-05
Model_8,8.402328654227438e-05,7.464277938616012e-05
Model_9,8.351928873871028e-05,7.419504878181609e-05
Model_10,8.126541682506474e-05,7.219280308377067e-05
Model_11,7.751169279054768e-05,6.885815138761243e-05
Model_12,7.7148668551389e-05,6.853565581155905e-05
Model_13,7.71468380312701e-05,6.853402965391847e-05
Model_14,7.712449352331686e-05,6.851417972604393e-05
Model_15,7.576013190919394e-05,6.730213783674359e-05
Model_16,7.51304536831148e-05,6.67427579928018e-05
