Complexity,Loss,MSE,NMSE,Absolute Error
1,1.1592720828819512,0.9282556915770647,0.46371798344383114,0.5436539152261911
3,0.4963342980928253,0.518128862833281,0.2588356566162216,0.5402396141875542
5,0.388143862718784,0.7713872362177863,0.38535301951717144,0.6985914610011341
6,0.3623456606169115,0.6238430338380114,0.31164606504632186,0.6225563577366517
7,0.1582422009731984,0.13591475006003287,0.06789736318344812,0.2784378416956351
8,0.005731376471884,0.059707044661727195,0.02982715926135345,0.13615099258728852
10,0.0022217167495575,0.005304094421002017,0.0026497052387839106,0.04774276253092007
12,0.0007276726122888,0.0010030038509183463,0.0005010590587858935,0.02534727026301935
15,0.0006482698055554,0.007864550074222808,0.003928802520904189,0.044083261808717404
19,0.0006482698055554,0.007864550074222808,0.003928802520904189,0.0440832618087174
20,0.0005427214390613,0.0008595567088787346,0.0004293988254676611,0.021960843230574956
24,0.0003850060649829,0.0006303699505711952,0.0003149066415158026,0.019872034480431598
26,0.0003783317890007,0.0004565070765049525,0.00022805197195727676,0.016691290902524285
27,0.0003253746054379,0.007778691044215656,0.003885910916126935,0.04157334887403387
29,0.0003100168780686,0.007489752167893266,0.0037415690561388654,0.04020110319396269
