gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,W1
0.0139040417609664,0.0427748735405787,77.0381070617506,44.164475719355,0.0012511502854742,0.000453046668835799,-5.88598474603631e-10,1.0907531746236e-08
0.0260822957769003,0.0226502840055144,90.3040469407997,38.7161038195106,0.00109705413247927,0.000962609663822644,-2.12895554517039e-09,4.11076036183714e-07
0.000120207192254713,0.0993123529743951,31.8343047651703,98.7445960053953,0.00192196539274601,0.000107145285811982,5.10989077988098e-09,4.58824526145535e-06
0.0274851159064827,0.0167560442650863,21.6637278253786,74.6362814688755,0.00239730622727052,0.000885948839184832,-2.1298134192258e-09,6.41109720081339e-12
0.00394500668076417,0.0449211714232807,30.2561093915122,47.1865022712908,0.000289776014928027,0.000444880226795375,-4.16526657373328e-10,2.14610278529551e-06
9.80824305298974e-05,0.0402708356751815,41.501252710069,18.8767213518622,0.00185347337450718,0.00179949722901443,6.90192063217982e-09,7.11475366341234e-06
0.00034234552942674,0.0243918888013015,35.8376151831558,76.1103212649769,0.000590399930239523,0.00535070936889856,-1.05350392552953e-08,1.03824246239881e-07
0.00218582083831777,0.0138735358035436,93.4739206461485,67.3575661318134,0.0010152331444988,0.00164292881000673,-2.65987394123196e-09,1.07797189007257e-08
0.0372812538877102,0.0105958300944297,14.6182381135116,16.645768906246,0.000426016619576648,0.000142188491676252,8.89043194740827e-11,2.12101332082075e-07
0.0392315629102647,0.0263701289661182,63.3400079685748,20.8457349761781,0.0026091438799116,0.000318080726320902,-3.41540265130903e-10,5.66916694380295e-07
0.00014852831335955,0.0152791885207248,24.6609010195959,98.3436588024744,0.000763609924472179,0.00278979294444069,-3.06823128489586e-09,9.96061439817338e-07
0.0408082855661701,0.0531832982683411,85.4565192705727,54.7119479601234,0.00273086986301342,0.00109648288741203,-2.70984683092068e-09,8.76476205524445e-10
0.0371938254895312,0.0234618733731507,25.0804837190144,12.0172288996138,0.00202216303327262,0.00100184261237884,-2.05496138325596e-09,1.67875865017906e-09
0.00142921297581355,0.0694320658851086,55.1980553868525,14.844839407256,0.00144193631727109,0.000569793949148901,3.76567423507861e-09,4.6630333905419e-06
0.0125837885191369,0.0542287621556151,99.9396531123147,22.6786417841657,0.00222533517017405,0.000572494462677382,-4.07927485579075e-10,7.80056647488606e-07
0.000133238280784761,0.0372413891920327,41.9866436141093,90.4126880566167,0.00105933283961886,0.00072688165214807,2.00600817649771e-09,4.85369788148842e-06
0.000920987746825601,0.0150264038796006,14.2369938593951,51.9238065804443,0.000407902081211445,0.0008915789632694,-9.03549053467157e-10,1.10067306120728e-06
0.0279367949320078,0.0906533844349475,29.2294526608719,60.4771064320188,0.00129179558697937,0.00241916615344251,-6.44980755345774e-09,2.13112608329089e-11
0.0119012339647616,0.0184213746907197,45.8055211692435,54.5010712645059,0.000815238663658664,0.000637717928208401,-1.15830050202539e-09,1.15465463529034e-08
0.0377961255995136,0.0840583566483486,40.0301362342265,16.1006939637234,8.25368227954863e-05,0.000150826299600944,-1.45399350098207e-10,4.10663139955592e-06
0.0046365196190677,0.0167405763018523,30.6642278771378,90.7881888136322,0.00178331670938657,0.000246149123838289,9.61900092279693e-12,5.61477161390528e-09
6.39889582812873e-05,0.0236354463159467,94.2508159751861,35.9708777993135,0.00135265986688655,0.00310766529776119,4.90760106054348e-09,5.39042389183487e-06
0.0176342876999046,0.0122320810364623,71.4869906229984,34.2142133278165,0.000508271224118623,0.00150170982800493,-3.46357997274297e-09,7.93958513425076e-10
0.031692007323195,0.0436632992333438,96.5902416150577,63.4774757887327,0.00319906537603874,0.000342244691290567,-5.93795729745024e-10,1.84501287075211e-07
0.00543469866408526,0.0151571269377967,49.4175859869518,52.8291121650677,0.00118323950252757,0.0011228489556244,-2.11720821034894e-09,6.27225257449378e-09
0.00937973127179248,0.0110930534986623,94.6302988978816,43.1479934266063,0.00105900720922411,0.00187061862223862,-4.23340505677808e-09,1.46305689206736e-07
0.0084794446317389,0.0528656381703176,10.5250892115134,69.004998144685,0.00102848543838916,0.000772044205400745,-1.54466791506982e-09,1.54432035379041e-08
0.000751019239672798,0.0222555148528539,64.9276327062888,94.4380365223836,0.000148513783555748,0.000268270104158104,-1.24637890222472e-10,2.79750663858346e-06
0.00462811002388413,0.0457737849057031,82.0968181269508,65.8382667205595,0.000994010869433883,0.000753223179729662,-1.03160676937067e-09,5.3672198650195e-08
0.000163128584511098,0.0242029665773579,30.9683380072283,35.4556082452893,0.00128688076482905,0.00035563484420046,2.61881108850288e-09,3.70507663932612e-06
0.00656308861866457,0.0423981105040977,93.9221808328881,28.4663126739688,0.000924121654651806,0.000846365413387409,-8.05525369434867e-10,1.96887197508449e-07
6.22972023095828e-05,0.0105111398559518,78.6936497800368,49.5220673434407,0.000461211550440465,0.00216287774526245,1.84108065483929e-11,2.64066378467689e-06
0.000338640548749821,0.0813898013562256,84.3804585732413,12.4525197694735,0.00135417125859078,0.000386183900292279,9.55771629392141e-09,1.13480105997679e-05
6.87834850191821e-05,0.0631769500992385,61.611722974438,88.8565902364312,0.00100499306487719,0.000371319222075481,4.04443713918119e-09,8.41013669700469e-06
9.78059662730545e-05,0.0556990110639387,81.3323497708203,64.908302164701,0.000301782830688774,0.000748773746659235,-8.75809700334226e-11,6.75202949792678e-06
0.0147687415100381,0.0650298591878041,39.6137076255323,28.3233142258677,0.000136829232864628,0.000887740745278313,-1.7664158714851e-09,1.30330822120056e-06
0.00607373547195432,0.0241716511960197,30.1115778513267,56.7925142311361,0.00165488467606549,0.000734920603702396,-1.21870050742489e-09,6.15166403801264e-09
0.000446959779930427,0.0414265944055311,38.1147707817328,14.8441871935108,0.000541159386322816,5.42040348719754e-05,1.2010127491414e-09,4.54723303003453e-06
0.0354516253324182,0.037626589876889,62.60711306757,87.5968688005191,0.00073393549445847,0.000317051432781436,-6.09273214205272e-10,1.94463672928566e-09
6.34319767770581e-05,0.0338884499503329,84.692272691937,49.8641199448482,0.000843635506352931,0.000431905236630288,2.94086589002244e-09,6.25977352520042e-06
0.00103562632952322,0.0188395166308629,36.1416242392541,59.3208241602093,0.0013138164645565,0.000554714925164204,5.2712279221842e-10,4.59574521998351e-07
0.000697662493149777,0.0177267434596669,46.229895285681,61.0174748610317,0.00116504069006122,0.0021465268732991,-2.67568239666659e-09,1.8258823070937e-07
0.00989738282353375,0.0282903793132063,87.5851568589832,71.2355492092876,0.00128254638685045,0.00255411935311461,-6.47770969910808e-09,2.6710079754824e-08
0.012149816191149,0.0168932350972215,65.326559519476,43.4240720283783,0.00311755813427729,0.00089525251766566,-1.7448676643073e-09,2.19156574529705e-07
0.000181797462870065,0.0637455075841209,99.2069009496814,17.0405838267117,0.00113775626382112,0.00100153741676469,7.19343276748494e-09,1.01013375836266e-05
0.0014732050255665,0.0968510295857551,28.332898766706,51.0715651285026,0.000312265284916623,0.00179393450459283,-3.32380412199812e-09,2.53312062782867e-06
0.00108574692105137,0.0107149944460807,84.4488176451989,14.3059420144269,6.40511099210241e-05,0.000426811099094986,-3.4380064877286e-10,1.90775775554663e-06
0.00434419223183655,0.0343292401415139,70.8275457057497,76.4431292824111,0.000241615757198948,0.00180524268239999,-4.00978568433244e-09,7.09034080088387e-08
0.00671528573977065,0.0122201692204782,32.4054523035827,13.4201381856365,0.00164351448169435,0.00022660124160011,9.58796675412712e-10,1.50600436026957e-07
0.00918396141175979,0.0634003186360629,52.8207063912579,95.8819891923473,0.000722604684341204,0.000737782195389716,-1.51263455092887e-09,2.53309848876546e-08
0.000336546621640488,0.0975315013783369,45.9167704054113,76.8135101017254,0.000993139324767033,0.000511479368221148,1.85808259088195e-09,5.3618328907447e-06
0.00547114260642013,0.0116666523959052,63.9494424182271,94.3704610336656,0.000385873678730508,0.00159671907127031,-3.67453001548462e-09,1.08820283506997e-09
0.00461598103954738,0.0869757859456932,82.0470489223466,56.2027587541889,0.00056763634611979,0.00117439311581466,-2.07580716115153e-09,3.64925525058987e-07
0.000153746490074653,0.0104274360158502,19.4561894162054,31.6814319169955,0.00129203975250933,0.000392410039955608,1.50932057982577e-09,1.67120079006233e-06
0.00011375304974306,0.0482879328041405,83.9297974713753,33.3968750845181,0.00102730274177568,0.000156839558220137,4.90708631982371e-09,8.04351139801549e-06
0.00156337139094305,0.0607766110855969,85.697769704088,78.3076745207867,0.000462003899666679,0.000298570269036864,5.76214660394666e-10,3.97099100394953e-06
0.0378618542985568,0.0342087785681031,41.9055619960395,99.4008487457357,0.00054435737136512,0.00114569723859964,-2.95891078508159e-09,8.64573071974716e-11
