complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x3 - x3,0.1935952439323414,-x3 + x3,PySRFunction(X=>-x3 + x3)
5,0.9893,-0.01642,0.0023697921636985863,-0.0164200000000000,PySRFunction(X=>-0.0164200000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7104,x0 / (x1 - exp(x0 + x1)),0.022232001498645224,x0/(x1 - exp(x0 + x1)),PySRFunction(X=>x0/(x1 - exp(x0 + x1)))
9,0.7,x0 / (-1.508 - x0),0.014747856634555766,x0/(-x0 - 1.508),PySRFunction(X=>x0/(-x0 - 1.508))
10,0.552,-0.549 - (x0 / exp(x0)),0.23753228876630922,-x0/exp(x0) - 0.549,PySRFunction(X=>-x0/exp(x0) - 0.549)
12,0.501,(((x0 * x0) - x0) / exp(x0)) - (x2 / x2),0.0484709725961153,(-x0 + x0*x0)/exp(x0) - x2/x2,PySRFunction(X=>(-x0 + x0*x0)/exp(x0) - x2/x2)
14,0.498,(((x0 * x0) - x0) / exp(x0)) - 0.933,0.003003012030105961,(-x0 + x0*x0)/exp(x0) - 1*0.933,PySRFunction(X=>(-x0 + x0*x0)/exp(x0) - 1*0.933)
15,0.442,(x0 + 0.5073) / (-0.693 - x0),0.11929019494695475,(x0 + 0.5073)/(-x0 - 0.693),PySRFunction(X=>(x0 + 0.5073)/(-x0 - 0.693))
16,0.426,(((x0 * x0) - x0) / exp(x0)) - (0.749 ^ x1),0.03687053580832768,-0.749**x1 + (-x0 + x0*x0)/exp(x0),PySRFunction(X=>-0.749**x1 + (-x0 + x0*x0)/exp(x0))
18,0.4084,(((x0 * x0) - x0) / exp(x0)) - (0.82 ^ (x1 + x2)),0.021096129989429974,-0.82**(x1 + x2) + (-x0 + x0*x0)/exp(x0),PySRFunction(X=>-0.82**(x1 + x2) + (-x0 + x0*x0)/exp(x0))
19,0.3772,(0.0001489 ^ (exp(x0) + x0)) - exp(-0.935 - x1),0.07947153553120812,0.0001489**(x0 + exp(x0)) - exp(-x1 - 0.935),PySRFunction(X=>0.0001489**(x0 + exp(x0)) - exp(-x1 - 0.935))
21,0.3447,(0.0001028 ^ (exp(x0) + x0)) - (0.693 ^ exp(x1 + x2)),0.04505053861824131,0.0001028**(x0 + exp(x0)) - 0.693**exp(x1 + x2),PySRFunction(X=>0.0001028**(x0 + exp(x0)) - 0.693**exp(x1 + x2))
25,0.325,((-0.0361 * (-4.59 - x1)) / (x0 + 0.681)) - (x1 / x1),0.014712322798270542,-0.0361*(-x1 - 4.59)/(x0 + 0.681) - x1/x1,PySRFunction(X=>-0.0361*(-x1 - 4.59)/(x0 + 0.681) - x1/x1)
27,0.2664,((-0.03568 / (x0 + 0.683)) * ((-4.77 - x1) - x2)) - (x0 / x0),0.09941312183175169,-0.03568*(-x1 - x2 - 4.77)/(x0 + 0.683) - x0/x0,PySRFunction(X=>-0.03568*(-x1 - x2 - 4.77)/(x0 + 0.683) - x0/x0)
29,0.2603,((-0.03568 / (0.6855 + x0)) * ((-4.77 - x2) + (x4 - x1))) - (x0 / x0),0.011582063332857289,-0.03568*(-x1 - x2 + x4 - 4.77)/(x0 + 0.6855) - x0/x0,PySRFunction(X=>-0.03568*(-x1 - x2 + x4 - 4.77)/(x0 + 0.6855) - x0/x0)
31,0.2598,((-0.03568 / (x0 + 0.688)) * ((x4 + -4.77) - (x1 + x2))) - 0.961,0.0009613538820102803,-1*0.961 - 0.03568*(x4 - (x1 + x2) - 4.77)/(x0 + 0.688),PySRFunction(X=>-1*0.961 - 0.03568*(x4 - (x1 + x2) - 4.77)/(x0 + 0.688))
32,0.2386,((-0.03568 / (x0 + 0.6826)) * (-4.77 - (x1 + x2))) - exp(x3 * 0.1552),0.08512359457268334,-exp(x3*0.1552) - 0.03568*(-(x1 + x2) - 4.77)/(x0 + 0.6826),PySRFunction(X=>-exp(x3*0.1552) - 0.03568*(-(x1 + x2) - 4.77)/(x0 + 0.6826))
34,0.2184,((-0.03568 / (0.681 + x0)) * ((-4.77 - x1) - x2)) - exp(0.1359 * (x4 + x3)),0.04423013289653288,-exp(0.1359*(x3 + x4)) - 0.03568*(-x1 - x2 - 4.77)/(x0 + 0.681),PySRFunction(X=>-exp(0.1359*(x3 + x4)) - 0.03568*(-x1 - x2 - 4.77)/(x0 + 0.681))
40,0.217,((-0.03568 / (0.679 + x0)) * ((-3.852 + -0.762) - (x2 + x1))) - exp((x3 + x4) * 0.1368),0.001071815055048419,-exp((x3 + x4)*0.1368) - 0.03568*(-(x1 + x2) - 3.852 - 0.762)/(x0 + 0.679),PySRFunction(X=>-exp((x3 + x4)*0.1368) - 0.03568*(-(x1 + x2) - 3.852 - 0.762)/(x0 + 0.679))
