Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.021184253756869e-18,1.0006697744,2.832169531252829e-09,1.1475601001863022e-17,1.0006697744000002,3.387565645395381e-09,1.1776275149688869e-17,1.0006697744000002,3.431657784466404e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,4.967606026552178e-18,0.6197255971984212,2.2288126943626685e-09,5.9079299209223934e-18,0.5151701335887026,2.430623360564609e-09,7.875693709731008e-18,0.6692242281693158,2.8063666385080565e-09
Model_7,4.266246520766485e-18,0.5322286346271962,2.0654894143438465e-09,5.1463005166040274e-18,0.4487562242804289,2.268545903569956e-09,6.399421206381428e-18,0.543780379914906,2.529707731415119e-09
Model_8,3.933584409890649e-18,0.4907279149191758,1.983326601921794e-09,4.584176465737847e-18,0.3997391360186677,2.141069000695178e-09,6.056805968665803e-18,0.5146672088762729,2.4610578962441748e-09
Model_9,3.606860154766476e-18,0.44996796273219236,1.8991735451944554e-09,4.1417213514251024e-18,0.36115715156751943,2.035121950013095e-09,5.873746545792625e-18,0.4991120329772844,2.423581347054937e-09
Model_10,3.3415877027499525e-18,0.4168743301317966,1.8280010127869055e-09,3.699036174561375e-18,0.322555105714711,1.9232878553563882e-09,5.62436268896276e-18,0.47792104647426137,2.371573884356707e-09
Model_11,3.2703222166905137e-18,0.40798372051586557,1.8084032229263786e-09,3.800123873114841e-18,0.3313699298350068,1.9493906414864212e-09,5.321072481415799e-18,0.45214945573729004,2.306744997050129e-09
Model_12,3.1193275587887786e-18,0.38914662795221255,1.7661618155731877e-09,3.637891562893243e-18,0.3172233096062726,1.9073257621322173e-09,5.4142388146601936e-18,0.46006611295566413,2.326851695888716e-09
Model_13,3.108947057796471e-18,0.38785162546161817,1.763220649208848e-09,3.2597776302823903e-18,0.2842518614370855,1.805485427878716e-09,5.2566913127220486e-18,0.4466787709296168,2.292747546661439e-09
Model_14,2.9790887633323694e-18,0.3716513654857301,1.726003697369264e-09,3.560946222354352e-18,0.310513693565624,1.8870469581741606e-09,5.038814975594632e-18,0.4281650845263103,2.244730490636823e-09
Model_15,2.6499274786916295e-18,0.33058738565153145,1.6278597847147736e-09,2.665579623951021e-18,0.2324379316178097,1.6326602904312401e-09,4.402024323783318e-18,0.3740548374585104,2.098100170102304e-09
Model_16,2.5375782892405943e-18,0.3165714455477576,1.5929778056333975e-09,2.5102664237070503e-18,0.21889465619160373,1.5843820321207416e-09,4.3866696584005174e-18,0.3727500998102057,2.0944377905300788e-09
Model_17,2.431200316971712e-18,0.303300434915933,1.5592306811282646e-09,2.5193848723116646e-18,0.21968978281778878,1.58725702780352e-09,4.102025845898449e-18,0.3485629560809488,2.0253458583408535e-09
Model_18,2.324514822860842e-18,0.28999105989768986,1.5246359640454643e-09,2.3224163811946712e-18,0.2025141755848472,1.5239476307257646e-09,4.231169723505343e-18,0.35953674645416767,2.056980729979098e-09
Model_19,1.948208210949614e-18,0.24304554156352756,1.3957822935363574e-09,2.9010640421334894e-18,0.2529721188537645,1.7032510214685002e-09,4.2001273409668866e-18,0.35689897062634857,2.0494212209711516e-09
Model_20,1.7197322867822202e-18,0.2145423998503404,1.3113856361811426e-09,2.343199661017635e-18,0.20432647281689292,1.5307513387280232e-09,3.7334569140282164e-18,0.3172444122105486,1.9322155454369516e-09
Model_21,1.5924486856294408e-18,0.19866334154411638,1.2619226147547404e-09,2.1756593603768953e-18,0.18971699704147518,1.4750116475394e-09,4.430346304237432e-18,0.37646145155603583,2.104838783431508e-09
Model_22,1.4472062100839137e-18,0.18054385311952775,1.2029988404333205e-09,2.8199564934515655e-18,0.24589955921802067,1.6792726084384172e-09,8.665804804070034e-18,0.7363626297838586,2.943773905052838e-09
Model_23,1.3650251863881473e-18,0.17029149338809696,1.1683429232841474e-09,2.2475542778738515e-18,0.19598621735163638,1.499184537631659e-09,6.05235146435906e-18,0.5142886946378543,2.4601527319170775e-09
