complexity,loss,score,equation,sympy_format,lambda_format
1,2985.5273,0.0,x0,x0,PySRFunction(X=>x0)
2,12.9298725,5.441991328195906,log(x0),log(x0),PySRFunction(X=>log(x0))
4,0.7994162,1.3917069498288182,log(x0 * x0),log(x0**2),PySRFunction(X=>log(x0**2))
6,0.53298485,0.20269435576196046,x0 / log(x0 * x0),x0/log(x0**2),PySRFunction(X=>x0/log(x0**2))
7,0.0071301623,4.314159002606381,x0 ^ (x0 / (x0 + x0)),x0**(x0/(x0 + x0)),PySRFunction(X=>x0**(x0/(x0 + x0)))
26,0.0070059607,0.0009248779925533058,(x0 * -0.15853444) + (((0.19964494 * x0) + (x0 + -1.1548178)) / log(x0)),-0.15853444*x0 + (1.19964494*x0 - 1.1548178)/log(x0),PySRFunction(X=>-0.15853444*x0 + (1.19964494*x0 - 1.1548178)/log(x0))
28,0.007005942,1.3345796356071886e-06,(x0 * -0.1585334) + (((1.399283 * x0) + (x0 + -2.3096406)) / log(x0 * x0)),-0.1585334*x0 + (2.399283*x0 - 2.3096406)/log(x0**2),PySRFunction(X=>-0.1585334*x0 + (2.399283*x0 - 2.3096406)/log(x0**2))
32,0.006970664,0.001262040116121828,(((x0 * 2.3125453) + -2.252146) / log(x0 * x0)) - ((x0 - 0.77952033) * 0.15028009),-0.15028009*x0 + (2.3125453*x0 - 2.252146)/log(x0**2) + 0.11714638534923,PySRFunction(X=>-0.15028009*x0 + (2.3125453*x0 - 2.252146)/log(x0**2) + 0.11714638534923)
33,0.0068480484,0.017746779086738832,((x0 - 0.87431747) * sin(-0.15113504)) + (((-1.1685714 + x0) + (x0 * 0.15765822)) / log(x0)),-0.150560330695178*x0 + (1.15765822*x0 - 1.1685714)/log(x0) + 0.131637527415771,PySRFunction(X=>-0.150560330695178*x0 + (1.15765822*x0 - 1.1685714)/log(x0) + 0.131637527415771)
35,0.006847029,7.443550497073808e-05,(((x0 + -2.339981) + (1.3096774 * x0)) / log(x0 * x0)) + (-0.15001434 * (x0 - exp(-0.073222145))),-0.15001434*x0 + (2.3096774*x0 - 2.339981)/log(x0**2) + 0.139422479532663,PySRFunction(X=>-0.15001434*x0 + (2.3096774*x0 - 2.339981)/log(x0**2) + 0.139422479532663)
46,0.0068317554,0.00020301652944569365,(((-1.6372247 + x0) + (-0.040163673 * x0)) / log(x0 * 0.58641005)) + (((x0 + -0.7533667) - -0.9951129) * sin(sin(-0.1325651))),-0.131792631260787*x0 + (0.959836327*x0 - 1.6372247)/log(0.58641005*x0) - 0.0318603677952964,PySRFunction(X=>-0.131792631260787*x0 + (0.959836327*x0 - 1.6372247)/log(0.58641005*x0) - 0.0318603677952964)
