Complexity,Loss,MSE,NMSE,Absolute Error
1,0.4614608041649626,0.4572728399354361,0.3382686591363516,0.38442855809639276
3,0.2580813521244501,0.2995840410244833,0.22161799915846797,0.42537238493968027
5,0.1391956840629344,0.21741355914584384,0.16083219187194767,0.3282420391203064
7,0.064588647826475,0.05972476023489096,0.04418153189406393,0.21040126456512556
8,0.016252962755186,0.055180382571261455,0.04081981782615168,0.14020008016493812
9,0.0023700874088174,0.0029099949047417762,0.002152675576926023,0.04151866552780249
12,0.0019635043977703,0.0019610621785448048,0.0014507003602335677,0.033889982880092547
14,0.0019635043977703,0.0019610621794592794,0.0014507003609100526,0.03388998288894403
15,0.0019459595169878,0.0019247947621134013,0.0014238714536046004,0.032849979619387376
16,0.0012340474757584,0.0018395703998450486,0.001360826531115137,0.03140971827575571
18,0.0012158590987261,0.0017352095205423856,0.0012836253251283856,0.030156474258939935
19,0.001089579917223,0.0013466043318566777,0.0009961537225536435,0.028019955294434008
21,0.001089579917223,0.0013466043320714165,0.000996153722712497,0.028019955293080455
23,0.0007780178730425,0.001639434605424665,0.001212775606347048,0.0314265020178122
25,0.0006561958638301,0.0015079581729434371,0.0011155156061035708,0.02908483637861047
26,0.0004757881950427,0.0008983868349302371,0.0006645837747120741,0.024184880967373975
29,0.0004637861478315,0.0008384710266402338,0.0006202609145697752,0.022811414958495597
30,0.0004586837774606,0.001135808188041501,0.0008402167792408913,0.024748051934530124
