Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.020982878035993e-18,1.0006446521,2.8321339795348653e-09,1.1475312901334332e-17,1.0006446521000003,3.3875231218892563e-09,1.1775979500589875e-17,1.0006446521,3.431614707479538e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,5.686873692100304e-18,0.7094566630669243,2.3847166901123294e-09,7.061872206355134e-18,0.6157936361178632,2.657418334842133e-09,7.89190524424816e-18,0.6706017768748066,2.8092535030232073e-09
Model_7,4.96728819257762e-18,0.6196859463387033,2.228741392036685e-09,5.908835905748691e-18,0.5152491352576866,2.4308097222425063e-09,7.86881807484729e-18,0.668639982308847,2.805141364503274e-09
Model_8,4.3108729019449785e-18,0.5377959261110261,2.076264169595232e-09,5.1669067611099765e-18,0.45055308407344985,2.273083095953594e-09,6.3794560528320614e-18,0.5420838735540952,2.52575851039486e-09
Model_9,4.265830672779531e-18,0.5321767561890347,2.0653887461636687e-09,5.147535270391093e-18,0.44886389452735903,2.2688180337768593e-09,6.4017974784469555e-18,0.5439822997581076,2.530177361065219e-09
Model_10,4.15827020948354e-18,0.5187582258154995,2.0391837115580197e-09,4.975397351475586e-18,0.43385350749325935,2.230559873994775e-09,6.20307928405897e-18,0.5270965452882271,2.4905981779602605e-09
Model_11,4.115335250535992e-18,0.5134019449566234,2.0286289090259933e-09,4.86459052635166e-18,0.42419117776597637,2.2055816752846993e-09,6.248817716947564e-18,0.5309830940261147,2.499763532206109e-09
Model_12,3.912744957713131e-18,0.4881281230119733,1.9780659639438546e-09,4.582771083081394e-18,0.399616586973476,2.1407407790485503e-09,6.28146238821311e-18,0.5337570217252751,2.506284578457345e-09
Model_13,3.905787963886481e-18,0.48726021458065216,1.9763066472302522e-09,4.575309997280398e-18,0.39896598200350103,2.138997428067738e-09,6.19473023165072e-18,0.5263870981766727,2.4889214996963484e-09
Model_14,3.837525432286151e-18,0.47874423365620433,1.9589602936982032e-09,4.5879092105456755e-18,0.40006463050946917,2.141940524511751e-09,6.3124491022540275e-18,0.536390067213308,2.5124587762297767e-09
Model_15,3.6748291128063256e-18,0.45844731936535826,1.9169843799067133e-09,4.2319721940679364e-18,0.3690270043388168,2.057175781032806e-09,6.2321117593593664e-18,0.5295635325265382,2.4964197882886936e-09
Model_16,3.562423116793877e-18,0.44442429245155785,1.8874382418489557e-09,4.315610896816564e-18,0.3763202800284291,2.07740484663355e-09,5.924754013479387e-18,0.5034463093536458,2.4340817598181426e-09
Model_17,3.292016141997596e-18,0.4106901108263389,1.814391397135027e-09,3.825993586580165e-18,0.33362576291363466,1.9560147204405606e-09,5.329865917602433e-18,0.4528966636356477,2.3086502371737548e-09
Model_18,3.270159680603195e-18,0.40796344359107695,1.808358283251191e-09,3.8011176294785234e-18,0.33145658516191234,1.9496455137995018e-09,5.323729574900524e-18,0.452375237922584,2.3073208651812004e-09
Model_19,3.1184028019806983e-18,0.3890312614231264,1.7658999977294009e-09,3.637154781394655e-18,0.31715906242864295,1.9071326071866777e-09,5.4190188700286225e-18,0.460472290364594,2.3278786201236144e-09
Model_20,2.979284442425874e-18,0.37167577711226274,1.7260603820335702e-09,3.56207469569063e-18,0.3106120961816305,1.8873459395909987e-09,5.040527148829218e-18,0.4283105736544607,2.245111834370221e-09
Model_21,2.7390092088844147e-18,0.341700631780172,1.6549952292633399e-09,3.089391885881351e-18,0.26939426361862834,1.757666602595996e-09,4.786932355616178e-18,0.40676176970007855,2.187905929334298e-09
Model_22,2.594512758053546e-18,0.3236742124535242,1.6107491294591923e-09,2.8657431565505886e-18,0.24989214573496127,1.6928506007768638e-09,4.779616419005993e-18,0.4061401099185107,2.186233386216118e-09
Model_23,2.5029183003055874e-18,0.3122474950921805,1.5820614085128261e-09,3.0123403457029346e-18,0.26267538699377957,1.73560950265402e-09,4.475746951460493e-18,0.3803192975079041,2.11559612200923e-09
Model_24,2.375525610957612e-18,0.29635482766587856,1.5412740220212666e-09,3.6188441781971215e-18,0.3155623820310037,1.9023259915685116e-09,4.9966153792838645e-18,0.4245792426549795,2.2353110251783452e-09
