Model,MSE_Train,NMSE_Train
Model_1,0.3018738643679586,0.43624864652308687
Model_2,0.06128899162402825,0.08857089930169214
Model_3,0.023818263750991636,0.03442061917369117
Model_4,0.01334724336114767,0.019288575588701944
Model_5,0.0020697568369698644,0.002991079140456543
Model_6,0.0020697558677931858,0.0029910777398648915
Model_7,0.0013492969407119565,0.0019499169475163444
Model_8,0.0012613851748506633,0.0018228725312972028
Model_9,0.0006946785804064156,0.0010039046974317817
Model_10,0.000677470255055033,0.000979036335080548
Model_11,0.0005762381876069488,0.0008327422777880279
Model_12,0.00044706579088807705,0.0006460706579883634
Model_13,0.0003561799238215767,0.0005147282624522286
Model_14,0.00033001280177436665,0.0004769132247032651
Model_15,0.00014398771642605383,0.000208081764674568
Model_16,7.902894663152473e-05,0.00011420753855697916
Model_17,3.2234601372418656e-05,4.658336769024869e-05
