Model,MSE_Train,NMSE_Train
Model_1,30057.267762615607,3.794993897840056
Model_2,26799.903775506547,3.3837231013141675
Model_3,97.81404645984102,0.012349881977623836
Model_4,97.81404645984134,0.012349881977623876
Model_5,80.69428131994357,0.010188361351348787
Model_6,52.310296008313244,0.006604634051025291
Model_7,28.920690852154607,0.003651491086017946
Model_8,2.2721763202286365,0.0002868822056011779
Model_9,1.7469275106903077,0.00022056493276093189
Model_10,1.4135544793608905,0.00017847366120586603
Model_11,1.3022339700774976,0.00016441846973698715
Model_12,0.14493126934232103,1.829884496169719e-05
Model_13,0.1163825055325947,1.4694312929562793e-05
Model_14,0.10868814100780988,1.3722831867147877e-05
Model_15,0.025706108414342208,3.245621835627362e-06
