Model,MSE_Train,NMSE_Train
Model_1,9.216307770073742e+22,1.3435943039694962
Model_2,9.1849157779383e+22,1.3390178398500587
Model_3,6.989949199400221e+22,1.0190258576049194
Model_4,6.480132795005263e+22,0.9447025565494259
Model_5,3.115647216366621e+22,0.4542128971301827
Model_6,1.0293626160445225e+22,0.15006505665180211
Model_7,9.679038227545627e+20,0.014110532064327165
Model_8,1.0106859666196877e+17,1.4734229169966743e-06
Model_9,1.0101149107432394e+17,1.4725904063622794e-06
Model_10,1247676422802801.5,1.818918135870226e-08
Model_11,21192311.115985952,3.0895092930648013e-16
