Model,MSE_Train,NMSE_Train
Model_1,27.330581527996596,0.025947616545650743
Model_2,20.328955659283345,0.01930028256736062
Model_3,19.3199177943238,0.018342303404963643
Model_4,4.453287236169271,0.004227944782418661
Model_5,1.1569381721352452,0.001098395510788531
Model_6,1.130422954234011,0.0010732219993496756
Model_7,1.059174277116224,0.0010055786032022707
Model_8,0.7295321112921125,0.0006926167839552124
Model_9,0.5664709305338318,0.000537806723018062
Model_10,0.4781928832969475,0.0004539956662809379
Model_11,0.11243433066945664,0.00010674499903302325
Model_12,0.07035866992525963,6.679842454184583e-05
Model_13,0.060165438269512185,5.712098441517352e-05
Model_14,0.04530635097834175,4.301378735993746e-05
Model_15,0.008155839418023413,7.743142735912633e-06
