complexity,loss,score,equation,sympy_format,lambda_format
1,0.025947612,0.0,x0,x0,PySRFunction(X=>x0)
6,0.019300275,0.059192047548426385,x0 * cos(sin(exp(x0))),x0*cos(sin(exp(x0))),PySRFunction(X=>x0*cos(sin(exp(x0))))
7,0.018342298,0.050909585644099274,x0 / sin(exp(x0) - x0),x0/sin(-x0 + exp(x0)),PySRFunction(X=>x0/sin(-x0 + exp(x0)))
8,0.004227946,1.467493462939679,sin(x0) - cos(exp(x0) - x0),sin(x0) - cos(-x0 + exp(x0)),PySRFunction(X=>sin(x0) - cos(-x0 + exp(x0)))
9,0.0010983956,1.3478657262932687,cos(x0 / x0) - (cos(x0) - x0),-(-x0 + cos(x0)) + cos(x0/x0),PySRFunction(X=>-(-x0 + cos(x0)) + cos(x0/x0))
10,0.0010732207,0.023186442143300894,(x0 + 0.5453196) - cos(x0),x0 - cos(x0) + 0.5453196,PySRFunction(X=>x0 - cos(x0) + 0.5453196)
13,0.0010055763,0.021701105832188525,(cos(1.0114502 ^ x0) + x0) - cos(x0),x0 + cos(1.0114502**x0) - cos(x0),PySRFunction(X=>x0 + cos(1.0114502**x0) - cos(x0))
14,0.00069261354,0.37284390767844783,cos(exp(0.022204984 / x0)) - (cos(x0) - x0),-(-x0 + cos(x0)) + cos(exp(0.022204984/x0)),PySRFunction(X=>-(-x0 + cos(x0)) + cos(exp(0.022204984/x0)))
15,0.0005378047,0.2529766981958968,(log(x0 * x0) * cos(x0 / -0.1584423)) + x0,x0 + log(x0**2)*cos(6.31144587020007*x0),PySRFunction(X=>x0 + log(x0**2)*cos(6.31144587020007*x0))
18,0.00045399726,0.05646810677467493,x0 + ((0.5453201 - cos(x0)) / (0.8746613 ^ x0)),x0 + (0.5453201 - cos(x0))/(0.8746613**x0),PySRFunction(X=>x0 + (0.5453201 - cos(x0))/(0.8746613**x0))
19,0.00010674499,1.447648443857765,(exp(0.18373945 / x0) * (0.5453196 - cos(x0))) + x0,x0 + (0.5453196 - cos(x0))*exp(0.18373945/x0),PySRFunction(X=>x0 + (0.5453196 - cos(x0))*exp(0.18373945/x0))
21,6.6797315e-05,0.2343899168995417,cos((x0 - -0.109001234) / x0) - (cos(x0 + 0.09994112) - x0),-(-x0 + cos(x0 + 0.09994112)) + cos((x0 - 1*(-0.109001234))/x0),PySRFunction(X=>-(-x0 + cos(x0 + 0.09994112)) + cos((x0 - 1*(-0.109001234))/x0))
23,5.7120196e-05,0.07825256786300296,(cos(x0 / x0) + (x0 - (0.090732485 / x0))) - cos(x0 + 0.09866864),x0 + cos(x0/x0) - cos(x0 + 0.09866864) - 0.090732485/x0,PySRFunction(X=>x0 + cos(x0/x0) - cos(x0 + 0.09866864) - 0.090732485/x0)
24,4.3013002e-05,0.28365530731663324,(((x0 * 1.0683271) - cos(x0)) + (-0.0780223 / x0)) - -0.54505455,x0*1.0683271 - cos(x0) - 1*(-0.54505455) - 0.0780223/x0,PySRFunction(X=>x0*1.0683271 - cos(x0) - 1*(-0.54505455) - 0.0780223/x0)
25,7.74278e-06,1.7147416458403333,(x0 + cos(x0 / x0)) - ((cos(x0) - (0.08924582 * x0)) / (0.81422144 ^ x0)),x0 + cos(x0/x0) - (-0.08924582*x0 + cos(x0))/(0.81422144**x0),PySRFunction(X=>x0 + cos(x0/x0) - (-0.08924582*x0 + cos(x0))/(0.81422144**x0))
