complexity,loss,score,equation,sympy_format,lambda_format
1,11179.303,0.0,x3,x3,PySRFunction(X=>x3)
2,9319.113,0.1819966698184663,exp(x1),exp(x1),PySRFunction(X=>exp(x1))
3,9311.812,0.0007837507127239799,x3 ^ x2,x3**x2,PySRFunction(X=>x3**x2)
4,5854.92,0.4640013683609509,exp(x4) * x4,x4*exp(x4),PySRFunction(X=>x4*exp(x4))
5,3031.7456,0.6581437741741839,exp(x0) * exp(x0),exp(x0)*exp(x0),PySRFunction(X=>exp(x0)*exp(x0))
6,543.9006,1.7181273286565801,exp(x4) * (x4 * x3),x3*x4*exp(x4),PySRFunction(X=>x3*x4*exp(x4))
8,67.205666,1.0455044750606615,exp(x0) * ((x0 * x2) + x1),(x0*x2 + x1)*exp(x0),PySRFunction(X=>(x0*x2 + x1)*exp(x0))
9,1.3469617e-09,24.63317193292942,(x0 * x3) * ((x2 * x4) * x1),x0*x1*x2*x3*x4,PySRFunction(X=>x0*x1*x2*x3*x4)
11,1.1868906e-09,0.0632572586050134,exp(log(x4)) * (x1 * ((x3 * x0) * x2)),x0*x1*x2*x3*x4,PySRFunction(X=>x0*x1*x2*x3*x4)
16,1.1614247e-09,0.004337901018478288,(x0 * ((x4 * x3) * (x2 * x1))) - (sin(x4 - x4) ^ x1),x0*x1*x2*x3*x4 - sin(-x4 + x4)**x1,PySRFunction(X=>x0*x1*x2*x3*x4 - sin(-x4 + x4)**x1)
18,1.0595613e-09,0.04589624331651819,(x4 * ((x2 * x1) * (x3 * x0))) - sin((x4 - x4) / (x4 - x2)),x0*x1*x2*x3*x4 - sin((-x4 + x4)/(-x2 + x4)),PySRFunction(X=>x0*x1*x2*x3*x4 - sin((-x4 + x4)/(-x2 + x4)))
25,5.284164e-10,0.09938937489356811,(((x1 * 0.99999964) * x0) * ((x3 * x4) * x2)) - ((x4 - x0) - 0.040232684),x1*0.99999964*x0*x3*x4*x2 - (-x0 + x4 - 1*0.040232684),PySRFunction(X=>x1*0.99999964*x0*x3*x4*x2 - (-x0 + x4 - 1*0.040232684))
