Model,MSE_Train,NMSE_Train
Model_1,11179.301324045,3.1401010223709287
Model_2,9319.112258097435,2.617601322392213
Model_3,9311.811302016376,2.615550591403765
Model_4,5854.918758986116,1.644560411073953
Model_5,3031.7459640103093,0.851572770534563
Model_6,543.900307367765,0.15277358233111943
Model_7,67.20565094404654,0.01887707711971275
Model_8,1.5620713650304166e-09,4.387628303566978e-13
Model_9,1.5620713650304166e-09,4.387628303566978e-13
Model_10,1.5620713650304166e-09,4.387628303566978e-13
Model_11,1.5620713650304166e-09,4.387628303566978e-13
Model_12,6.801022368816387e-10,1.910306974869222e-13
