Complexity,Loss,Equation
1,1.464,"x1"
3,0.994,"x3 - x3"
5,0.9893,"-0.01576"
6,0.7427,"x0 / (x0 - exp(x0))"
9,0.7007,"x0 / (-1.492 - x0)"
10,0.552,"-0.549 - (x0 / exp(x0))"
12,0.515,"-1.053 - (x0 / exp(x0 + x0))"
15,0.442,"(-0.5073 - x0) / (x0 + 0.693)"
16,0.4417,"(-0.5103 - x0) / (exp(-0.3704) + x0)"
19,0.3906,"(x0 * ((0.0563 ^ x0) * x0)) - (0.7603 ^ x1)"
21,0.3704,"((0.0578 ^ x0) * (x0 * x0)) - (0.8193 ^ (x1 + x2))"
22,0.3486,"((x0 * (0.05338 ^ x0)) * x0) - (0.7646 ^ (x1 / exp(x0)))"
23,0.3206,"(((x1 * 0.05603) + -0.5015) - x0) / (x0 + 0.697)"
29,0.2732,"-0.8247 + ((1.291 ^ (x1 + x2)) / (10.52 * (x0 - -0.6543)))"
35,0.2656,"(((x1 + 1.583) ^ 0.5596) / ((x0 - -0.666) * (10.52 - x2))) + -0.816"
37,0.2468,"(((1.229 ^ x2) * (x1 - -2.816)) / ((x3 + 30.86) * (x0 - -0.6504))) + -0.8057"
43,0.2314,"((x3 * -0.1716) + -0.754) + (((1.26 ^ x2) * (x1 - -2.484)) / ((x0 - -0.6455) * 30.86))"
45,0.2037,"(((x1 - -2.506) * (1.25 ^ x2)) / ((x0 - -0.6465) * 30.86)) + ((-4.324 - (x3 + x4)) * 0.1729)"
47,0.2007,"(((x1 - -2.506) * (1.25 ^ x2)) / ((x1 + 30.86) * (x0 - -0.6465))) + ((-4.324 - (x4 + x3)) * 0.1729)"
