Complexity,Loss,MSE,NMSE,Absolute Error
1,0.3038060340128968,0.2775519343038266,0.257555982946118,0.421561657224235
3,0.1127919304377969,0.13252500443896315,0.1229773731133576,0.2402564665421
6,0.0983629361373661,0.1086662851657227,0.10083753139448037,0.2421592759602996
7,0.0861485121987527,0.07107263920615395,0.06595228203770227,0.16522531660883005
8,0.0329416039939918,0.032637717160284505,0.03028636548838696,0.16407113695806758
12,0.0151061111087293,0.017066866836715273,0.015837301494461616,0.11242960671216258
13,0.0096163026285609,0.010905914747970803,0.010120209033619617,0.0888344670351088
14,0.0095822434118373,0.009106756113288466,0.008450668982335542,0.07130949022540531
15,0.0084171621595641,0.008304353571907532,0.007706074729075532,0.07837542124609267
16,0.0062197113604481,0.00704073657188096,0.0065334937513007296,0.06151495978609134
17,0.0053489536158735,0.00533405030561878,0.004949763989192077,0.05696591901090037
18,0.0049286150348448,0.007110743862419756,0.006598457436649708,0.06755298293416509
21,0.0047352814392798,0.005507696349651717,0.005110899877752127,0.062080092095138026
22,0.0047082749769407,0.005826845602408369,0.005407056341970021,0.06299764129978291
24,0.0046489076649761,0.005351592867069594,0.004966042714358197,0.060389737674751975
25,0.004582392724564,0.0052199075914051134,0.00484384457260009,0.05774400482211629
27,0.0041837689633393,0.005029470035967343,0.004667126900270921,0.058466140935918454
29,0.0035468963930764,0.04063141174364761,0.037704162344867946,0.08877293423828414
