Model,MSE_Train,NMSE_Train
Model_1,6.1358191960521435e+22,1.3533276425354266
Model_2,6.120157305275508e+22,1.3498732269072689
Model_3,4.823121773463194e+22,1.0637966685103672
Model_4,4.77374259899954e+22,1.052905506363634
Model_5,3.1120395363184162e+22,0.6863972021653835
Model_6,1.5717525256864403e+22,0.3466686472125728
Model_7,1.1777861397248146e+22,0.2597746916842395
Model_8,8.263244389786064e+16,1.8225564822572435e-06
Model_9,957758591684809.2,2.112450083008994e-08
Model_10,18685726.640013963,4.121358464907513e-16
