Complexity,Loss,MSE,NMSE,Absolute Error
1,1.0361123575448226,1.4936499113646278,0.5940386826479962,0.6607291553643401
3,1.003998293042562,1.1319690045000974,0.4501947686103053,0.7150184944076009
5,0.5471342301270088,0.8009150992807392,0.31853150250914053,0.4233817659871878
7,0.3847436494177244,0.4465308978490077,0.17758955716571354,0.4597829505576453
8,0.0167795542578627,0.0177633832965932,0.00706466537613155,0.1133231886155975
10,0.0101840704392616,0.011051205454935471,0.004395168827830912,0.08961186243210456
13,0.0085485800652515,0.00800234175529917,0.003182606926996634,0.07680409809020253
14,0.0006127928336194,0.0010148056926584438,0.0004035978124617893,0.023986222311069172
17,0.0005566957765966,0.0009798594827267189,0.00038969937457923625,0.02347141400740959
19,0.0005055601189157,0.0009407056805853438,0.000374127537519056,0.023521215571835525
21,0.0004905542134697,0.0009227967252721412,0.0003670049767764673,0.0230340739150577
26,0.000445545082413,0.0008774059555229436,0.0003489526387680533,0.022143706778740165
28,0.0003659196211561,0.0008148012026664162,0.0003240541370298396,0.020078337387179145
29,0.0003657199927274,0.0008135967662333783,0.0003235751212801842,0.020146089929094002
