Complexity,Loss,MSE,NMSE,Absolute Error
1,1.5352024277727898,1.2407324928720072,0.5730585609206826,0.6350773188006266
3,1.0498256875757357,0.9865441569054363,0.4556562982664291,0.7001477447850937
5,0.7750283429551342,0.6245863895610054,0.2884784428784987,0.3902794274064253
6,0.7487954553814058,0.7311457834954501,0.3376951542094821,0.8182882850287913
7,0.3768001027866289,0.34573286418416155,0.15968404047656376,0.43493582390966745
8,0.017396702186924,0.01860956548165944,0.008595221673927013,0.11116392323157627
10,0.0133747143536919,0.012974411944314543,0.005992506749291691,0.09181906796977121
12,0.0096548832425576,0.011980008049875136,0.005533220264900285,0.09095892423491728
13,0.0073676497696692,0.018768813978826175,0.008668773962707576,0.10333384907446766
14,0.001447112865383,0.0015734656337888157,0.0007267384040777159,0.03342883166976763
17,0.0013919898255981,0.0014779368248633371,0.0006826164018864274,0.031815788419743016
19,0.0008800193072242,0.0011865565777241112,0.0005480362679207225,0.025723715431980803
21,0.0008800193072242,0.001186556578865456,0.0005480362684478768,0.025723715447218964
22,0.0008795943391708,0.0011867440103980201,0.0005481228376680265,0.02572236946419324
24,0.000868495973608,0.0010661984498018672,0.0004924463192585626,0.023436889513413765
26,0.0008517370369076,0.0011731957697570738,0.0005418652959905807,0.02479257668250625
28,0.0008517370369076,0.0011731957697570733,0.0005418652959905805,0.024792576682506243
29,0.0008503775556876,0.0011733240300106575,0.0005419245357032216,0.024810830008803787
