complexity,loss,score,equation,sympy_format,lambda_format
1,2944.4502,0.0,x0,x0,PySRFunction(X=>x0)
2,1.708181,7.452248327704456,cos(x0),cos(x0),PySRFunction(X=>cos(x0))
3,1.3944086,0.20295867891680192,x0 - x0,-x0 + x0,PySRFunction(X=>-x0 + x0)
4,0.6832563,0.7133556163117132,sin(x0 - x1),sin(x0 - x1),PySRFunction(X=>sin(x0 - x1))
5,0.52967983,0.2545973157342888,sin(x0) * cos(x1),sin(x0)*cos(x1),PySRFunction(X=>sin(x0)*cos(x1))
6,0.48589984,0.08627021754210003,sin(cos(x1) / sin(x0)),sin(cos(x1)/sin(x0)),PySRFunction(X=>sin(cos(x1)/sin(x0)))
7,0.4493137,0.07828120463844346,sin(cos(x1) / sin(sin(x0))),sin(cos(x1)/sin(sin(x0))),PySRFunction(X=>sin(cos(x1)/sin(sin(x0))))
8,0.23902702,0.6311447075528486,sin(x0) * (cos(x1) + cos(x1)),(cos(x1) + cos(x1))*sin(x0),PySRFunction(X=>(cos(x1) + cos(x1))*sin(x0))
10,0.23299424,0.012781433852280984,(sin(x0) * cos(x1)) * exp(cos(sin(x0))),exp(cos(sin(x0)))*sin(x0)*cos(x1),PySRFunction(X=>exp(cos(sin(x0)))*sin(x0)*cos(x1))
12,0.23167333,0.002842706578556381,(sin(sin(x0)) * cos(x1)) / 0.43595713,sin(sin(x0))*cos(x1)/0.43595713,PySRFunction(X=>sin(sin(x0))*cos(x1)/0.43595713)
13,0.22566862,0.026260679031707215,sin(x0) * ((cos(x1) + cos(x1)) + (log(x1) / x1)),(2*cos(x1) + log(x1)/x1)*sin(x0),PySRFunction(X=>(2*cos(x1) + log(x1)/x1)*sin(x0))
14,0.22265232,0.013456188386231437,((cos(x1) + cos(x1)) - -0.17287919) * sin(x0),(cos(x1) + cos(x1) - 1*(-0.17287919))*sin(x0),PySRFunction(X=>(cos(x1) + cos(x1) - 1*(-0.17287919))*sin(x0))
