complexity,loss,score,equation,sympy_format,lambda_format
1,0.035353377,0.0,x0,x0,PySRFunction(X=>x0)
3,0.035353363,1.9800092605731747e-07,log(exp(x0)),log(exp(x0)),PySRFunction(X=>log(exp(x0)))
5,0.013549341,0.47952780536575806,x0 * cos(cos(x0)),x0*cos(cos(x0)),PySRFunction(X=>x0*cos(cos(x0)))
7,0.007929239,0.26789042255292705,cos(cos(x0 * x0)) * x0,x0*cos(cos(x0*x0)),PySRFunction(X=>x0*cos(cos(x0*x0)))
11,0.0066434145,0.04423275077666985,cos(sin(x0 / 0.40850097)) * x0,x0*cos(sin(x0/0.40850097)),PySRFunction(X=>x0*cos(sin(x0/0.40850097)))
13,0.0016823913,0.6867049445175828,x0 - (0.07171816 / (x0 + (x0 * x0))),x0 - 0.07171816/(x0 + x0*x0),PySRFunction(X=>x0 - 0.07171816/(x0 + x0*x0))
14,0.0011807415,0.3540735432550946,x0 - (0.07396044 / ((x0 * x0) + sin(x0))),x0 - 0.07396044/(x0*x0 + sin(x0)),PySRFunction(X=>x0 - 0.07396044/(x0*x0 + sin(x0)))
15,0.001180741,4.234628036657563e-07,x0 - (sin(0.074028924) / ((x0 * x0) + sin(x0))),x0 - sin(0.074028924)/(x0*x0 + sin(x0)),PySRFunction(X=>x0 - sin(0.074028924)/(x0*x0 + sin(x0)))
16,0.0011807409,8.469258209226829e-08,x0 - (sin(sin(0.07409686)) / ((x0 * x0) + sin(x0))),x0 - sin(sin(0.07409686))/(x0*x0 + sin(x0)),PySRFunction(X=>x0 - sin(sin(0.07409686))/(x0*x0 + sin(x0)))
17,0.0008889339,0.2838745222368975,x0 + (-0.06840819 / ((x0 + 0.9376993) * x0)),x0 - 0.06840819*1/(x0*(x0 + 0.9376993)),PySRFunction(X=>x0 - 0.06840819*1/(x0*(x0 + 0.9376993)))
18,0.00085890084,0.034369400776907824,sin((-0.06922994 / x0) / (x0 + 0.935158)) + x0,x0 + sin(-0.06922994/(x0*(x0 + 0.935158))),PySRFunction(X=>x0 + sin(-0.06922994/(x0*(x0 + 0.935158))))
19,5.3316493e-05,2.779407758312595,cos(cos(x0)) * (x0 + (0.069896236 / (0.93706185 + x0))),(x0 + 0.069896236/(x0 + 0.93706185))*cos(cos(x0)),PySRFunction(X=>(x0 + 0.069896236/(x0 + 0.93706185))*cos(cos(x0)))
25,1.5692185e-06,0.5876113326205998,cos(cos(x0) + 0.026728824) * ((0.07047747 / (0.9556796 + x0)) + x0),(x0 + 0.07047747/(x0 + 0.9556796))*cos(cos(x0) + 0.026728824),PySRFunction(X=>(x0 + 0.07047747/(x0 + 0.9556796))*cos(cos(x0) + 0.026728824))
