Model,MSE_Train,NMSE_Train
Model_1,277.00933522975595,0.03416473790941791
Model_2,267.64561981069124,0.03300987111445815
Model_3,168.41875546334222,0.02077180046897332
Model_4,86.5186407365426,0.010670711449458574
Model_5,19.911896450797553,0.00245581876494064
Model_6,9.766878276048917,0.0012045905825434973
Model_7,9.727398751169545,0.0011997214050510731
Model_8,8.86778738033247,0.0010937018834914639
Model_9,6.378609122852915,0.0007867009562264126
Model_10,3.8020709236087824,0.0004689255562826938
Model_11,2.3904125270974,0.0002948197302301578
Model_12,0.03333286334446306,4.111083617414835e-06
