Model,MSE_Train,NMSE_Train
Model_1,3315.982009621366,15141.069733294684
Model_2,1.751556621986237,7.997763823313359
Model_3,0.5527373459575805,2.5238480411103223
Model_4,0.2191526757023074,1.000670671740357
Model_5,0.2156819634925637,0.9848230901070879
Model_6,0.2120532707131762,0.9682541550965863
Model_7,0.21056068460601515,0.9614388737513015
Model_8,0.2087969071151238,0.9533853083501277
Model_9,0.01278504493238238,0.05837765594108612
Model_10,0.012192506330900197,0.05567207181587698
Model_11,0.011984683864176438,0.05472313588930088
Model_12,0.011128538233475373,0.05081389854763613
Model_13,0.011028135709227272,0.05035545166323554
Model_14,0.01093848002574289,0.0499460758126777
Model_15,0.010934762620639851,0.04992910180928181
Model_16,0.01093476261896308,0.049929101801625526
Model_17,0.010933147046513705,0.04992172495366791
Model_18,0.010924917791562582,0.049884149441283804
Model_19,0.010922108067925708,0.04987131999245273
Model_20,0.010844368849809766,0.049516355786045685
Model_21,0.01083949990676958,0.04949412375767973
