Complexity,Loss,Equation
1,0.052688189337270645,"0.2089848937902167"
2,0.052688189337270624,"sin(0.21053681738249566)"
4,2.3397956643554344e-5,"sin(0.4069881597437083 * x0)"
6,1.2235183124234847e-5,"sin(x0 * 0.5233011415437321) * 0.8005430012545272"
7,1.1192801860710444e-5,"sin(sin(0.4088485039429583 * x0)) + 0.09849477053838354"
8,3.69470428662645e-8,"0.14583157013410364 + (-0.5505140696577359 * sin(x0 * -0.76099305447616))"
10,3.6934765558569644e-8,"0.14583696580367678 + (sin(0.7609932849819177 * x0) * cos(cos(0.156322637079911)))"
11,3.693458278386987e-8,"(sin(x0 * 0.7609932033988457) * (cos(1.0772238422796294) / 0.8605924180653375)) + 0.14583462051813945"
16,1.5826167527991042e-9,"((cos(1.0933748778442232) / 0.8705628708411957) * sin(0.760783118649349 * x0)) + (0.1444473659014159 + (sin(x0) / x0))"
17,1.3104659403604593e-9,"((cos(1.0933441131122137) / 0.8705445767550795) * sin(0.7607802340174558 * x0)) + (sin(0.1448831856268743) + (sin(x0) / x0))"
