Model,MSE_Train,NMSE_Train
Model_1,7.743661036289363e+18,1.399662959393159
Model_2,7.743639661142862e+18,1.3996590958458437
Model_3,5.86569756206137e+18,1.0602219764198455
Model_4,5.532916233694076e+18,1.0000719134573077
Model_5,2.223793709183008e+18,0.40194962944381
Model_6,17450197539972.684,3.154114703153015e-06
Model_7,17446232903844.975,3.153398097104607e-06
Model_8,126827336963.02017,2.292397936243821e-08
Model_9,126827336963.06807,2.2923979362446864e-08
Model_10,126827336963.06807,2.2923979362446864e-08
Model_11,4904893598.949904,8.865571282165106e-10
Model_12,4857232848.124005,8.779424707263057e-10
Model_13,3818315370.7475266,6.901586428785368e-10
Model_14,450410058.4688031,8.141139861656173e-11
Model_15,18431570.37468039,3.3314973648756726e-12
