complexity,loss,score,equation,sympy_format,lambda_format
1,7.7436614e+18,0.0,x0,x0,PySRFunction(X=>x0)
3,7.7436394e+18,1.4205186742299544e-06,x0 * x0,x0*x0,PySRFunction(X=>x0*x0)
5,5.8656966e+18,0.1388752681881846,exp(x0 / log(x0)),exp(x0/log(x0)),PySRFunction(X=>exp(x0/log(x0)))
7,5.532916e+18,0.029203132633896248,exp(exp(3.0495818)),exp(exp(3.0495818)),PySRFunction(X=>exp(exp(3.0495818)))
8,2.2237939e+18,0.9115002809324656,log(x0) * exp(x0 / log(x0)),exp(x0/log(x0))*log(x0),PySRFunction(X=>exp(x0/log(x0))*log(x0))
9,17449407000000.0,11.755419593932107,exp(log(x0) / 0.1999018),x0**5.00245620599715,PySRFunction(X=>x0**5.00245620599715)
10,17444605000000.0,0.0002752334715947527,exp(log(x0) / sin(0.20125742)),x0**5.00246299446844,PySRFunction(X=>x0**5.00246299446844)
11,126659030000.0,4.925287038012373,((x0 * x0) * ((x0 * x0) + x0)) * x0,x0*x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*x0*(x0*x0 + x0))
13,126647320000.0,4.622860819848755e-05,x0 * ((x0 * (x0 * x0)) * (x0 + (x0 / x0))),x0*x0*x0*x0*(x0 + x0/x0),PySRFunction(X=>x0*x0*x0*x0*(x0 + x0/x0))
14,126646400000.0,7.264293800958906e-06,(cos(x0 - x0) + x0) * ((x0 * (x0 * x0)) * x0),x0*x0*x0*x0*(x0 + cos(-x0 + x0)),PySRFunction(X=>x0*x0*x0*x0*(x0 + cos(-x0 + x0)))
15,4921341400.0,3.247817815630468,(((x0 * x0) * (x0 - -1.0131478)) * x0) * x0,x0*x0*x0*x0*(x0 - 1*(-1.0131478)),PySRFunction(X=>x0*x0*x0*x0*(x0 - 1*(-1.0131478)))
16,4878107600.0,0.008823777849456439,(((x0 * x0) * x0) * x0) * (x0 - log(0.36307994)),x0**4*(x0 + 1.01313224857656),PySRFunction(X=>x0**4*(x0 + 1.01313224857656))
17,3785932800.0,0.25346505474523023,x0 * (((x0 * x0) + (x0 + 0.83642364)) * (x0 * x0)),x0*x0*x0*(x0*x0 + x0 + 0.83642364),PySRFunction(X=>x0*x0*x0*(x0*x0 + x0 + 0.83642364))
18,440306080.0,2.1515774605748206,x0 * (((x0 * x0) + sin(1.9173715)) * ((x0 * x0) + x0)),x0*(x0*x0 + x0)*(x0*x0 + sin(1.9173715)),PySRFunction(X=>x0*(x0*x0 + x0)*(x0*x0 + sin(1.9173715)))
19,16900844.0,3.2601065599226895,(((x0 * x0) * (x0 * x0)) * x0) + ((x0 * x0) * ((x0 * x0) + x0)),x0*x0*(x0*x0 + x0) + x0*x0*x0*x0*x0,PySRFunction(X=>x0*x0*(x0*x0 + x0) + x0*x0*x0*x0*x0)
