Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.034760087643695e-17,1.616038915834891,8.963682327951887e-09,1.144444549193831e-16,1.5310149354501255,1.0697871513501324e-08,8.729228190389507e-17,1.6071133333475949,9.343033870424267e-09
Model_2,4.97188527387208e-17,1.0,7.051159673324722e-09,7.4750710962683e-17,1.0,8.645849348831092e-09,5.431619543723556e-17,1.0,7.369952200471558e-09
Model_3,4.9720992319942015e-17,1.0000430336,7.051311390084969e-09,7.475392775487829e-17,1.0000430336,8.646035377841007e-09,5.4318532858663536e-17,1.0000430336000001,7.370110776553059e-09
Model_4,4.078191389659426e-17,0.8202505015734907,6.386071867478024e-09,6.215666038098871e-17,0.8315193204251732,7.88394954201184e-09,4.578709984211719e-17,0.8429732508608033,6.766616572713219e-09
Model_5,3.893312736757456e-17,0.7830656827938757,6.239641605699365e-09,5.70467540207892e-17,0.7631600192975829,7.552930161254585e-09,4.339451905063284e-17,0.7989241275335063,6.587451635544115e-09
Model_6,3.220814970284089e-17,0.6478055692897624,5.675222436419642e-09,4.79035727079061e-17,0.6408443758056093,6.921240691372184e-09,3.627117205663802e-17,0.6677782154044781,6.022555276345583e-09
Model_7,3.142063274569083e-17,0.6319661660499378,5.605411023795742e-09,4.4441550888233583e-17,0.5945301431369617,6.666449646418518e-09,3.6536347121221666e-17,0.6726602779725397,6.044530347448151e-09
Model_8,3.119527529273164e-17,0.6274335302277986,5.58527307235122e-09,4.5281087291811855e-17,0.6057612925503417,6.72912232700609e-09,3.5626816131405714e-17,0.6559151620362266,5.968820329965186e-09
Model_9,2.452432312063701e-17,0.4932600365804014,4.952203865011719e-09,3.902367517749475e-17,0.522050889883524,6.24689324204398e-09,2.9611047469213247e-17,0.5451605590349188,5.4416033913923976e-09
Model_10,2.332809756476972e-17,0.46920023853651616,4.829916931456453e-09,3.2863382971348773e-17,0.43963973784483207,5.73265932803867e-09,2.8673224273709524e-17,0.5278945633598827,5.354738487891778e-09
Model_11,2.0031488126348196e-17,0.4028952202822607,4.4756550499729304e-09,,,,,,
Model_12,1.868152655035558e-17,0.3757433150867236,4.322213154201859e-09,,,,,,
Model_13,1.7727975983221393e-17,0.35656446210422976,4.2104603053848395e-09,,,,,,
Model_14,1.7112178614232316e-17,0.3441788712253498,4.136686912763923e-09,,,,,,
Model_15,1.6264772105490925e-17,0.32713490375500964,4.032960712118446e-09,8.487321379649768e-17,1.1354168101339936,9.212665944041262e-09,4.2178433841583017e-17,0.7765351292014149,6.494492577683265e-09
Model_16,1.5968384460013995e-17,0.32117363093492896,3.996046103339399e-09,,,,,,
Model_17,1.4469798181999348e-17,0.29103242301346066,3.80391879277139e-09,,,,,,
Model_18,1.3391102240092857e-17,0.26933650924056685,3.659385500339211e-09,,,,,,
Model_19,1.3373049829880029e-17,0.2689734194020363,3.656918078092539e-09,5.574911363770574e-17,0.7458004468417266,7.466532906088724e-09,2.7176201040029008e-17,0.5003332950930288,5.213079803727256e-09
Model_20,1.2877276287126213e-17,0.25900187912215145,3.5884922024613923e-09,7.352213255987674e-17,0.9835643248474306,8.574504799688244e-09,3.6944046838747294e-17,0.680166321321926,6.078161468630732e-09
Model_21,1.2279424968180368e-17,0.24697723884962478,3.504201045628e-09,6.109252163298809e-17,0.8172834859522159,7.816170522256285e-09,2.791033849795725e-17,0.5138492906817952,5.283023613231087e-09
Model_22,1.1272136463119677e-17,0.22671754962561702,3.357400253636685e-09,2.2929165915323737e-16,3.067417770350093,1.5142379573674586e-08,5.3573699627096064e-17,0.9863301211698916,7.319405688107202e-09
Model_23,1.0998096884352885e-17,0.22120576559055677,3.316337872466086e-09,2.319811250187119e-16,3.1033969046063166,1.523092659750916e-08,5.5126680448642424e-17,1.0149216086451307,7.424734368894447e-09
Model_24,1.0704316865170175e-17,0.21529694020541437,3.27174523231412e-09,2.0455282537663544e-17,0.273646662008007,4.522751655537096e-09,1.5015667245634114e-17,0.27644917183099266,3.875005451045729e-09
Model_25,1.0630453888188852e-17,0.21381132714492238,3.2604376835309784e-09,2.109821005939497e-17,0.28224761728256476,4.59327879182126e-09,1.511689255207959e-17,0.2783128021097821,3.8880448238259276e-09
Model_26,1.0480345698295056e-17,0.21079218688674636,3.2373362040874062e-09,3.9898319937863065e-17,0.533751711843665,6.31651169062981e-09,2.2005304758102805e-17,0.40513339678827054,4.690981214852902e-09
