complexity,loss,score,equation,sympy_format,lambda_format
1,3519.3887,0.0,x0,x0,PySRFunction(X=>x0)
2,1.5425819,7.732585017726072,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
3,0.69756377,0.7936189139543388,cos(log(x0)),cos(log(x0)),PySRFunction(X=>cos(log(x0)))
4,0.688769,0.012687989746139999,sin(cos(log(x0))),sin(cos(log(x0))),PySRFunction(X=>sin(cos(log(x0))))
5,0.3352515,0.7200249498688194,cos(exp(x0 / x0)),cos(exp(x0/x0)),PySRFunction(X=>cos(exp(x0/x0)))
6,0.3351979,0.00015989275287348612,sin(-1.9761382),sin(-1.9761382),PySRFunction(X=>sin(-1.9761382))
7,0.33112293,0.012231407514770445,sin(x0 / (log(x0) - x0)),sin(x0/(-x0 + log(x0))),PySRFunction(X=>sin(x0/(-x0 + log(x0))))
9,0.3311229,4.530039848614866e-08,sin(exp(log(x0)) / (log(x0) - x0)),sin(x0/(-x0 + log(x0))),PySRFunction(X=>sin(x0/(-x0 + log(x0))))
10,0.315516,0.04828021170714447,-0.13657077 - cos(cos(log(x0))),-cos(cos(log(x0))) - 0.13657077,PySRFunction(X=>-cos(cos(log(x0))) - 0.13657077)
11,0.06661033,1.5553497232252282,(sin(x0 * x0) * cos(x0)) - (x0 / x0),sin(x0*x0)*cos(x0) - x0/x0,PySRFunction(X=>sin(x0*x0)*cos(x0) - x0/x0)
13,0.06646582,0.001085920030021417,(cos(x0) * sin(x0 * x0)) - 0.98797935,sin(x0*x0)*cos(x0) - 1*0.98797935,PySRFunction(X=>sin(x0*x0)*cos(x0) - 1*0.98797935)
15,0.066123165,0.0025843456215151645,(cos(x0) * sin(x0 * x0)) - exp(log(x0) / (x0 * x0)),-exp(log(x0)/x0**2) + sin(x0**2)*cos(x0),PySRFunction(X=>-exp(log(x0)/x0**2) + sin(x0**2)*cos(x0))
16,0.06606288,0.0009121235782430674,(sin(x0 * x0) * cos(x0)) - exp(0.17360397 / x0),-exp(0.17360397/x0) + sin(x0*x0)*cos(x0),PySRFunction(X=>-exp(0.17360397/x0) + sin(x0*x0)*cos(x0))
17,0.061660238,0.06896773341528067,(cos(x0) * sin(x0 * x0)) - exp(-0.10272543 * cos(x0)),sin(x0*x0)*cos(x0) - exp(-0.10272543*cos(x0)),PySRFunction(X=>sin(x0*x0)*cos(x0) - exp(-0.10272543*cos(x0)))
18,0.06166017,1.1028182780661953e-06,(cos(x0) * sin(x0 * x0)) - exp(sin(-0.10272543) * cos(x0)),-exp(sin(-0.10272543)*cos(x0)) + sin(x0*x0)*cos(x0),PySRFunction(X=>-exp(sin(-0.10272543)*cos(x0)) + sin(x0*x0)*cos(x0))
19,0.0612108,0.007314534971607228,(sin(x0 * x0) * (cos(x0) - (x0 * -0.0017372896))) - (x0 / x0),(-(-0.0017372896)*x0 + cos(x0))*sin(x0*x0) - x0/x0,PySRFunction(X=>(-(-0.0017372896)*x0 + cos(x0))*sin(x0*x0) - x0/x0)
22,0.06074091,0.0025687343806715763,(sin(x0 * x0) * (cos(x0) - (-0.0018031511 * x0))) - cos(-0.20988135),(-(-1)*0.0018031511*x0 + cos(x0))*sin(x0*x0) - cos(-0.20988135),PySRFunction(X=>(-(-1)*0.0018031511*x0 + cos(x0))*sin(x0*x0) - cos(-0.20988135))
23,0.058555238,0.03664689335486582,((cos(x0) - -0.09001817) * sin(x0 * x0)) - exp(cos(x0) * -0.09001817),(cos(x0) - 1*(-0.09001817))*sin(x0*x0) - exp(cos(x0)*(-0.09001817)),PySRFunction(X=>(cos(x0) - 1*(-0.09001817))*sin(x0*x0) - exp(cos(x0)*(-0.09001817)))
26,0.057046253,0.008702717706056533,((cos(x0) - (x0 * -0.0017332878)) * sin(x0 * x0)) - exp(sin(-0.10272543) * cos(x0)),(-(-0.0017332878)*x0 + cos(x0))*sin(x0*x0) - exp(sin(-0.10272543)*cos(x0)),PySRFunction(X=>(-(-0.0017332878)*x0 + cos(x0))*sin(x0*x0) - exp(sin(-0.10272543)*cos(x0)))
