Model,MSE_Train,NMSE_Train
Model_1,4.560170066192159,16.92201416672014
Model_2,0.5046896187975131,1.8728171877632391
Model_3,0.32667924017070116,1.2122510015855692
Model_4,0.10237441493504558,0.3798940115597713
Model_5,0.0947583468233975,0.35163208040165744
Model_6,0.054753975082410304,0.20318267270292312
Model_7,0.014584054135288581,0.05411894010603055
Model_8,0.006937978924648338,0.025745657716081696
Model_9,0.0010049003989848787,0.003729014168536116
Model_10,0.0005334881443995139,0.0019796836096606664
Model_11,0.0003857323734453946,0.0014313871178616032
Model_12,2.5983014600015297e-05,9.641854026788556e-05
Model_13,6.795932554547331e-06,2.5218547838096913e-05
Model_14,6.377902711821404e-06,2.366731031448701e-05
Model_15,1.0035852887954383e-06,3.7241340186878687e-06
